Time_s	f1_Hz	f3_Hz	f5_Hz	f7_Hz	f9_Hz	f11_Hz	f13_Hz	D1_ppm	D3_ppm	D5_ppm	D7_ppm	D9_ppm	D11_ppm	D13_ppm
156.3778	0.0635	-0.1032	-0.1180	-0.2468	-0.2172	-0.4897	-0.3442	-0.1842	-0.0519	-0.0086	-0.0401	-0.0204	-0.0154	0.1227
158.1277	0.0845	-0.0842	-0.1264	-0.2389	-0.1961	-0.2804	-0.5385	-0.1690	-0.0249	-0.0266	-0.0527	-0.0193	-0.0531	-0.2076
159.7336	0.1080	-0.1096	-0.0503	-0.2306	-0.1668	-0.3303	0.3967	-0.1825	0.0132	-0.0374	-0.0392	-0.0142	-0.0544	-0.0101
161.4998	0.0884	-0.2295	-0.0961	-0.1256	-0.1014	-0.1539	-0.4184	-0.1931	-0.0520	-0.0579	-0.0613	-0.0415	-0.0884	-0.1262
163.2666	0.0824	-0.2118	-0.1693	-0.2285	-0.2938	-0.2083	0.2044	-0.1683	-0.0593	-0.0390	-0.0026	-0.0328	-0.1264	-0.0946
165.0043	0.0037	-0.0485	-0.1499	-0.1357	-0.2414	0.0387	-0.0890	-0.2353	-0.0536	-0.0068	0.0296	-0.0380	0.0516	0.0077
166.7479	0.2267	-0.0844	-0.0639	-0.1724	-0.2045	-0.2758	-0.2039	-0.1666	-0.0694	-0.0518	0.0054	-0.0472	-0.0539	-0.0772
168.4537	0.0113	-0.1232	-0.1257	-0.1864	-0.1828	0.0670	0.0638	-0.1645	-0.0670	-0.0937	-0.0259	-0.0229	-0.1541	0.0107
170.2062	-0.0529	-0.1286	-0.2532	-0.0811	-0.2148	-0.5406	-0.3260	-0.2010	-0.0454	-0.0191	-0.0536	-0.0133	-0.1285	-0.1701
171.8836	0.0920	-0.1758	-0.2642	-0.1788	-0.1731	-0.1485	-0.3881	-0.1521	-0.0792	-0.0104	-0.0567	-0.0114	-0.0669	-0.1535
173.6044	0.1009	-0.1122	-0.1916	-0.1937	-0.2477	-0.3521	0.2445	-0.2190	-0.0465	-0.0599	-0.0215	-0.0129	-0.0924	-0.0386
175.3536	0.0119	-0.0094	-0.2476	-0.1775	-0.2030	-0.0650	-0.2004	-0.1911	-0.0527	-0.0224	-0.0117	-0.0063	0.0796	-0.0219
177.0762	0.0049	-0.0694	-0.1798	-0.2243	-0.1405	-0.3192	-0.3643	-0.1595	-0.0225	0.0042	-0.0061	-0.0370	-0.0613	0.2791
178.8267	-0.0675	-0.2050	-0.0916	-0.2208	-0.2479	-0.4918	0.2717	-0.2321	-0.0700	-0.0321	-0.0325	-0.0536	-0.0169	0.0053
180.5365	-0.0644	-0.1864	-0.1297	-0.2023	-0.1930	-0.1432	0.2532	-0.1292	-0.0035	-0.1192	-0.0275	-0.0170	0.0767	-0.1081
182.3257	0.0082	-0.2105	-0.1941	-0.2721	-0.2269	-0.4938	0.6899	-0.1934	-0.0626	-0.0647	0.0118	-0.0134	0.0239	-0.0739
184.0347	0.1003	-0.1402	-0.2946	-0.1550	-0.1740	-0.2394	0.0532	-0.2047	-0.0587	-0.0071	-0.0029	-0.0394	-0.0446	-0.1527
185.6271	-0.0118	-0.2348	-0.2912	-0.2183	-0.2246	-0.0555	-0.3254	-0.1622	-0.0465	0.0215	-0.0260	-0.0275	-0.0701	-0.1220
187.1898	0.0494	-0.1579	-0.2475	-0.3023	-0.1917	-0.0818	-0.3061	-0.2423	-0.0369	0.0010	-0.0265	-0.0321	-0.0472	-0.2284
188.8144	0.0459	-0.2086	-0.3163	-0.1470	-0.1980	-0.0039	0.0218	-0.2137	0.0235	-0.0008	-0.0319	-0.0266	-0.0547	-0.2506
190.4526	0.0783	-0.1223	-0.3895	-0.2882	-0.3006	-0.1305	0.1833	-0.1789	-0.0517	0.0272	-0.0087	-0.0249	-0.0715	-0.1059
191.9135	-0.0012	-0.2959	-0.1978	-0.3394	-0.2202	-0.5926	0.1258	-0.1913	-0.0526	-0.0542	0.0431	-0.0186	0.0766	-0.4138
193.4538	0.0663	-0.1914	-0.1485	-0.1981	-0.3077	-0.5978	-0.0546	-0.1718	0.0003	-0.0878	-0.0381	-0.0202	0.0268	-0.3235
195.1557	-0.0228	-0.1145	-0.3548	-0.2634	-0.1747	-0.4012	-0.4032	-0.2182	-0.0765	-0.0750	-0.0081	-0.0286	-0.0679	-0.2097
196.8135	0.0883	-0.0991	-0.2845	-0.0976	-0.1946	-0.2767	-0.1284	-0.2096	-0.0374	-0.0534	-0.0224	0.0317	0.0061	0.0478
198.3385	-0.0233	-0.2099	-0.3280	-0.3412	-0.2858	-0.0442	-0.4842	-0.1873	-0.0877	-0.0726	-0.0191	0.0299	0.0253	-0.0805
199.7678	0.0202	-0.1663	-0.1969	-0.2379	-0.2211	-0.2298	-0.1118	-0.2052	-0.0885	-0.0036	-0.0149	-0.0495	-0.0366	-0.0337
201.2441	-0.0382	-0.2593	-0.3231	-0.2787	-0.3274	-0.4986	-0.4137	-0.1760	-0.0676	0.0838	-0.0603	-0.0329	-0.0288	-0.0707
202.7934	0.0770	-0.1437	-0.3752	-0.2471	-0.2188	-0.2636	-1.3943	-0.2639	-0.0609	-0.0450	-0.0111	-0.0043	-0.0515	0.0950
204.3446	-0.0100	-0.0680	-0.2211	-0.2636	-0.1900	-0.5164	-0.1176	-0.2495	-0.0191	-0.0413	-0.0598	0.0290	-0.0842	-0.0226
205.8922	0.0666	-0.0575	-0.2514	-0.2022	-0.2714	-0.2406	-0.3284	-0.2299	-0.1108	-0.1074	0.0068	-0.0177	0.0510	0.0016
207.5467	0.0469	-0.2180	-0.2950	-0.1844	-0.2023	-0.4025	-0.6614	-0.1818	-0.0677	-0.0750	-0.0298	-0.0201	-0.0431	-0.3212
209.2789	-0.0387	-0.3879	-0.2378	-0.2872	-0.3328	-0.2041	-0.7923	-0.2298	-0.0578	-0.0537	-0.0328	0.0033	-0.0689	-0.1895
210.9594	-0.0174	-0.2070	-0.3027	-0.2752	-0.1959	-0.0974	-0.3307	-0.2108	-0.0323	-0.0742	-0.0013	-0.0176	-0.0597	0.0423
212.5064	0.0362	-0.1350	-0.1865	-0.2689	-0.2886	-0.2607	-0.3504	-0.2019	-0.0429	-0.0546	-0.0064	-0.0240	-0.0754	0.1565
214.0882	-0.0489	-0.2475	-0.2298	-0.2210	-0.2732	-0.0593	-0.6537	-0.2008	0.0065	-0.0559	0.0267	-0.0134	0.0104	-0.4299
215.6174	0.0384	-0.2300	-0.2207	-0.2293	-0.2442	-0.2253	-0.7970	-0.1845	0.0078	-0.0697	-0.0149	-0.0291	0.0234	-0.1135
217.3353	0.0875	-0.1639	-0.3240	-0.3105	-0.2921	0.2142	-0.5690	-0.1803	-0.0196	-0.0277	-0.0165	-0.0291	-0.0844	-0.1252
219.0563	0.0472	-0.2074	-0.2880	-0.1687	-0.2662	-0.2639	-0.1660	-0.2127	-0.0170	-0.0494	-0.0688	-0.0091	-0.0125	-0.3020
220.7956	0.0913	-0.1331	-0.3064	-0.2074	-0.3883	-0.2864	-0.3521	-0.2146	-0.1057	-0.0743	-0.0157	-0.0204	0.0232	0.1513
222.5078	0.0533	-0.1689	-0.2694	-0.3111	-0.2128	-0.4018	-0.2896	-0.2414	-0.0667	-0.0486	-0.0334	-0.0376	-0.0299	-0.0328
224.2698	0.0155	-0.2778	-0.3163	-0.1818	-0.2265	-0.3023	-1.0888	-0.3154	-0.0327	0.0073	-0.0539	0.0071	0.0196	-0.0454
225.9457	0.1889	-0.1744	-0.3332	-0.2214	-0.2861	0.0257	-0.3018	-0.2186	-0.0200	-0.0317	-0.0120	-0.0012	-0.0668	-0.1542
227.6946	0.1063	-0.1504	-0.3731	-0.2596	-0.2589	-0.1137	-0.5640	-0.2564	-0.0832	-0.0386	-0.0174	-0.0560	-0.0134	-0.2654
229.4651	0.0637	-0.1966	-0.2673	-0.2972	-0.2184	-0.2015	-0.8121	-0.2622	-0.0739	-0.0755	-0.0080	-0.0385	-0.1453	-0.0169
231.1156	0.1496	-0.1979	-0.3153	-0.2641	-0.2385	-0.4874	-0.4252	-0.2373	-0.1149	-0.0523	0.0249	-0.0354	0.0197	-0.1151
232.8806	0.1246	-0.2425	-0.2626	-0.2855	-0.2167	-0.3158	-0.0146	-0.2071	-0.0275	-0.0031	0.0068	-0.0498	-0.0972	-0.0772
234.6076	0.1493	-0.2549	-0.3451	-0.1293	-0.2967	-0.3179	-0.3364	-0.2885	-0.0032	-0.0493	0.0154	-0.0180	0.0023	0.2089
236.3303	0.0408	-0.2787	-0.3225	-0.1826	-0.2586	-0.0842	-1.2165	-0.2016	-0.0625	-0.0058	-0.0167	-0.0286	0.0314	-0.3306
