Time [s],Time[min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
831.1264,13.85210667,-5.2469,-0.1223,-0.0568,-0.0415,-0.2025,-0.1626,-0.2045,0.0795,0.1417,0.0718,0.086,0.0019,0.2077
832.1205,13.868675,-5.2433,-0.1515,-0.1033,-0.0396,-0.218,-0.3182,0.0919,0.0677,0.0695,0.1217,0.0851,0.0626,-0.046
833.1053,13.88508833,-5.303,-0.2563,-0.0431,-0.1185,-0.2015,-0.3392,-0.4006,0.1028,0.1294,0.1078,0.1012,0.1391,0.097
834.0113,13.90018833,-5.4935,-0.1697,-0.0972,-0.1908,-0.1402,-0.1257,-0.1402,0.1958,0.127,0.0951,0.1123,-0.0148,0.0466
834.9713,13.91618833,-5.4152,-0.2849,-0.2456,-0.2055,-0.1947,-0.3706,0.4521,0.148,0.0978,0.1405,0.0968,0.1023,0.0295
835.851,13.93085,-5.2574,-0.3424,-0.199,-0.2815,-0.1773,-0.2586,0.1381,0.1769,0.1333,0.1207,0.0812,0.1439,0.1696
836.8034,13.94672333,-5.3675,-0.2475,-0.1291,-0.3271,-0.2795,-0.4225,-0.8254,0.1974,0.1176,0.1329,0.0926,0.1477,0.0658
837.787,13.96311667,-5.3656,-0.4055,-0.2798,-0.3795,-0.3253,-0.2439,-0.0513,0.2027,0.1562,0.1539,0.1366,0.0985,0.2697
838.7487,13.979145,-5.3211,-0.4587,-0.3452,-0.361,-0.3351,-0.4279,-0.4183,0.233,0.1949,0.1567,0.1695,0.1438,0.01
839.7327,13.995545,-5.6357,-0.4969,-0.3521,-0.3135,-0.3131,-0.3239,0.0811,0.1983,0.2113,0.2093,0.1611,0.0494,0.0014
840.6845,14.01140833,-5.4414,-0.5218,-0.4218,-0.5097,-0.4524,-0.3214,0.3354,0.2588,0.2122,0.1934,0.1895,0.2066,0.0897
841.6471,14.02745167,-5.4801,-0.8426,-0.5372,-0.5284,-0.4371,-0.4121,-0.6346,0.258,0.2321,0.2153,0.191,0.1645,0.1639
842.6665,14.04444167,-5.653,-0.706,-0.508,-0.5438,-0.543,-0.5549,-0.3517,0.313,0.2986,0.2204,0.1893,0.2789,0.3465
843.5813,14.05968833,-5.6959,-0.9729,-0.5939,-0.6489,-0.6157,-0.9379,-0.2295,0.3322,0.2527,0.2356,0.1914,0.1269,0.1345
844.5192,14.07532,-5.9223,-0.8955,-0.6736,-0.6552,-0.6492,-0.8182,-0.9575,0.4597,0.3594,0.2626,0.2511,0.1928,0.0758
845.4547,14.09091167,-6.0319,-1.0972,-0.7129,-0.7467,-0.6652,-0.8152,-0.4473,0.4823,0.3454,0.3432,0.2592,0.3238,0.2146
846.3786,14.10631,-6.0998,-1.164,-0.7983,-0.8467,-0.8014,-0.8638,-0.8143,0.4794,0.3776,0.3394,0.2527,0.2426,-0.0775
847.3291,14.12215167,-6.1717,-1.2846,-0.7543,-0.8817,-0.834,-0.9273,-0.8515,0.5141,0.4219,0.3723,0.2976,0.2522,0.3935
848.3458,14.13909667,-6.487,-1.3851,-1.1139,-0.9571,-1.0453,-0.8863,-0.9761,0.6003,0.4951,0.4921,0.3425,0.3517,0.2258
849.2507,14.15417833,-6.635,-1.5866,-1.0872,-1.1645,-1.1637,-0.7729,-0.4276,0.6084,0.5333,0.4797,0.3849,0.4799,0.2562
850.2707,14.17117833,-6.8227,-1.8598,-1.2822,-1.3073,-1.2088,-1.0586,-1.0694,0.7079,0.6148,0.4883,0.4387,0.4713,0.2269
851.3454,14.18909,-6.871,-1.9524,-1.4279,-1.4356,-1.3539,-0.9533,-1.5596,0.8182,0.6555,0.5429,0.4906,0.4685,0.4537
852.3495,14.205825,-6.9778,-2.1998,-1.6859,-1.6467,-1.4842,-1.4743,-0.7711,0.8832,0.7479,0.603,0.4928,0.5346,0.3522
853.3487,14.22247833,-6.9918,-2.5223,-1.6935,-1.7889,-1.7591,-1.6922,-1.4248,1.0095,0.8504,0.6538,0.6109,0.6188,0.7198
854.3285,14.23880833,-7.4438,-2.7649,-2.0737,-1.9708,-1.9495,-1.4139,-0.6945,1.1451,0.9076,0.7517,0.6965,0.5752,0.7878
855.3434,14.25572333,-7.9919,-3.0816,-2.4372,-2.1561,-1.9843,-1.5227,-0.9893,1.2191,1.0432,0.8408,0.7518,0.6957,0.5561
856.3645,14.27274167,-8.3812,-3.3934,-2.5022,-2.3834,-2.3198,-1.8828,-1.5286,1.3633,1.1878,0.8582,0.8184,0.7454,0.7291
857.3471,14.28911833,-8.4653,-3.7441,-2.747,-2.7368,-2.5218,-2.1984,-1.424,1.4955,1.2563,1.0411,0.906,0.8597,1.065
858.3451,14.30575167,-9.0658,-4.2497,-3.1714,-3.0163,-2.7674,-2.566,-2.3456,1.6825,1.343,1.12,0.9827,0.8297,0.9169
859.3783,14.32297167,-9.4902,-4.8715,-3.5549,-3.3153,-3.1438,-2.5057,-2.2481,1.8938,1.5803,1.292,1.107,1.1302,1.1845
860.2911,14.338185,-10.413,-5.5223,-4.0139,-3.7352,-3.6179,-2.9989,-3.0821,2.1128,1.8117,1.4181,1.2497,1.1841,1.4312
861.2549,14.35424833,-11.4146,-5.7793,-4.3953,-3.8837,-3.8383,-3.3131,-3.3223,2.3194,1.8745,1.5345,1.3228,1.3145,1.0635
862.2462,14.37077,-12.0512,-6.3383,-4.7123,-4.3305,-4.0938,-3.9545,-3.6366,2.4334,2.0584,1.6695,1.4413,1.3712,1.3
863.0556,14.38426,-12.7957,-6.799,-5.1601,-4.7253,-4.3992,-3.9362,-3.2026,2.6787,2.2467,1.8559,1.5605,1.5118,1.3317
863.841,14.39735,-13.621,-7.5647,-5.7365,-5.2405,-4.908,-4.739,-3.0717,2.9575,2.4822,1.9925,1.719,1.6618,1.7806
864.7947,14.413245,-14.7278,-8.3606,-6.3037,-5.9038,-5.5321,-4.5442,-4.0358,3.2416,2.7054,2.2288,1.9118,1.9215,1.6729
865.7426,14.42904333,-16.0728,-9.2543,-6.8827,-6.4058,-6.0023,-5.5785,-4.4044,3.6208,3.0244,2.4734,2.0801,2.1341,2.2001
866.7872,14.44645333,-17.3169,-9.8502,-7.4269,-6.9508,-6.3783,-5.6836,-4.3741,3.9519,3.2779,2.6962,2.3032,2.2118,2.2114
867.6887,14.46147833,-18.1802,-10.7115,-8.1453,-7.4175,-6.8943,-6.1097,-5.0648,4.1884,3.5588,2.8641,2.4625,2.37,2.2736
868.7167,14.47861167,-19.3752,-11.922,-8.988,-8.2399,-7.584,-6.8673,-6.6256,4.6006,3.9791,3.174,2.7125,2.6383,2.6323
869.7187,14.49531167,-20.8897,-13.2077,-10.0487,-9.0043,-8.3894,-7.1553,-6.6363,5.1352,4.37,3.5936,3.0242,2.9459,2.8385
870.6771,14.511285,-22.9231,-14.4624,-11.0299,-10.0431,-9.0095,-8.3573,-7.2463,5.6802,4.793,3.8698,3.3096,3.1557,3.3252
871.7037,14.528395,-22.5842,-15.5253,-11.8725,-10.7344,-9.669,-8.52,-7.6329,6.1117,5.1144,4.1858,3.5983,3.5124,3.194
872.7172,14.54528667,-23.8771,-16.5473,-12.5184,-11.2825,-10.4678,-9.2147,-8.7233,6.4843,5.5246,4.472,3.8809,3.7963,3.5952
873.7662,14.56277,-25.7711,-18.0475,-13.8426,-12.5924,-11.3251,-10.3061,-9.7695,7.1289,6.0476,4.8731,4.2241,4.1912,3.8153
874.9958,14.58326333,-27.3439,-20.1163,-15.6581,-13.9665,-12.5075,-11.1799,-10.5227,7.9686,6.7406,5.435,4.6856,4.4466,4.389
875.9938,14.59989667,-32.2044,-21.7278,-16.9434,-15.1564,-13.66,-12.6408,-10.9906,8.7194,7.3595,5.9467,5.1278,5.1387,4.9521
877.014,14.6169,-34.0692,-23.5734,-18.226,-16.315,-14.5397,-12.8358,-12.3919,9.3169,7.9726,6.4049,5.5594,5.2796,4.8924
878.0724,14.63454,-36.5269,-25.0861,-19.8129,-17.4559,-15.6724,-14.2911,-12.6201,10.0245,8.5694,6.8326,5.9549,5.8821,5.5111
879.029,14.65048333,-40.0009,-27.2942,-21.6736,-18.9725,-16.9252,-15.292,-13.4384,10.8992,9.1608,7.4221,6.4968,6.1996,5.8997
880.2343,14.67057167,-45.805,-30.9479,-24.9869,-21.4261,-19.4499,-17.7143,-15.5647,12.3759,10.3252,8.4437,7.471,7.2162,6.8524
881.5934,14.69322333,-52.311,-35.0037,-28.1677,-24.1955,-21.8098,-19.1879,-17.7399,14.1797,11.5996,9.5245,8.363,8.0215,7.6195
882.6505,14.71084167,-56.7429,-38.1401,-30.3893,-26.248,-23.4239,-21.2125,-18.6649,15.4471,12.6212,10.3771,9.0916,8.639,7.9266
883.8173,14.73028833,-61.719,-42.655,-34.448,-29.8325,-26.9818,-23.9753,-21.1484,17.4137,14.1918,11.8835,10.4707,10.066,9.6564
885.1012,14.75168667,-74.3029,-49.4768,-39.5318,-34.5324,-31.2533,-28.1445,-24.6943,20.3637,16.6095,13.779,12.1632,11.744,11.1855
886.3611,14.772685,-92.4773,-58.9647,-47.7712,-41.8749,-37.4173,-33.8874,-30.7913,24.5897,20.2232,16.7666,14.7966,14.3283,13.575
887.4647,14.79107833,-108.3947,-66.6033,-54.4772,-46.8865,-42.0296,-38.1328,-33.5848,28.1041,22.8819,18.782,16.7051,16.1955,15.212
888.4832,14.80805333,-121.6169,-73.8288,-61.1204,-52.972,-46.9915,-43.2116,-39.6728,31.5798,25.5399,21.199,18.8778,18.4705,16.9124
889.6797,14.827995,-140.415,-86.5095,-71.893,-62.0346,-55.5752,-50.9513,-46.8501,37.0754,29.8544,25.0505,22.5404,21.7452,20.4115
891.4203,14.857005,-175.4695,-109.832,-90.9688,-78.3187,-70.4625,-64.4591,-57.6425,46.9549,37.5621,31.7262,28.7645,27.6529,26.1664
893.5225,14.89204167,-200.9294,-134.8779,-110.8301,-94.7781,-85.398,-77.0189,-69.0853,57.1781,45.6349,38.5363,34.86,33.6389,31.6815
895.2651,14.921085,-233.8725,-159.7452,-130.4558,-112.5029,-101.1332,-91.8884,-82.4473,67.534,53.8706,45.7373,41.4218,39.9331,37.2396
897.0874,14.95145667,-262.4131,-183.139,-149.2386,-128.0241,-115.1212,-102.9437,-90.9804,77.4678,61.311,52.2365,47.4778,45.6646,42.7618
898.7222,14.97870333,-271.8983,-192.4871,-157.0142,-134.5804,-119.5314,-106.9982,-93.056,81.3224,64.5724,54.7077,49.7285,47.6894,43.3904
899.7096,14.99516,-274.4241,-193.6984,-157.4513,-135.2805,-120.7717,-107.8275,-92.7311,81.7244,65.5069,55.3311,49.5623,47.9811,44.0092
900.9806,15.01634333,-279.6542,-191.8911,-147.9271,-131.3127,-116.8344,-104.0583,-90.3768,80.2401,62.6347,53.8878,48.7272,46.5192,42.6342
902.0604,15.03434,-281.8712,-184.3928,-145.5727,-123.2002,-108.7026,-96.2616,-82.7328,77.0566,59.2041,51.061,45.1218,43.5842,39.1843
903.0616,15.05102667,-281.7195,-174.3259,-136.9778,-112.4421,-99.2081,-85.5876,-73.4287,72.9721,55.3192,47.0246,41.5753,39.1371,35.2591
904.5725,15.07620833,-278.1024,-158.3162,-124.8709,-98.346,-82.9966,-72.2189,-62.3121,66.4549,51.8643,41.8076,35.476,33.7727,29.6293
906.3607,15.10601167,-273.9958,-138.127,-96.8644,-80.4191,-69.173,-58.7822,-50.7098,58.945,41.521,34.6125,30.0831,27.958,24.6486
907.937,15.13228333,-258.3511,-111.324,-86.5092,-70.2924,-60.4048,-52.0094,-45.5813,51.7133,36.2315,30.5421,26.5177,24.9794,22.0471
909.5527,15.15921167,-239.3698,-103.4119,-80.6577,-65.5001,-56.7071,-49.8706,-42.6519,46.8288,33.753,28.6479,25.0312,23.5445,20.9678
910.7104,15.17850667,-225.2172,-98.1117,-76.9951,-62.1543,-54.0473,-47.2138,-40.0106,43.9633,32.5118,27.2319,23.7845,22.6486,20.9108
911.7147,15.195245,-179.7285,-93.8181,-73.1632,-59.8844,-51.7606,-45.4563,-38.691,41.8424,31.4165,26.3465,22.97,21.6852,19.5545
912.8257,15.21376167,-159.2696,-89.8744,-70.4093,-58.0088,-50.3009,-43.7106,-38.5227,40.1003,30.2946,25.5293,22.4093,21.263,19.1182
913.7427,15.229045,-152.3283,-87.4941,-68.3942,-56.5816,-49.1207,-43.2031,-37.9935,38.9792,29.5962,25.0752,21.9775,21.0998,18.7852
914.9272,15.24878667,-144.1724,-85.7305,-67.4447,-56.122,-48.668,-43.6843,-37.9831,38.1841,28.9929,24.6553,21.5774,20.9122,18.858
916.1287,15.26881167,-136.4528,-83.8156,-65.5709,-54.3896,-47.1915,-41.6598,-36.8211,37.2489,28.3812,24.065,21.0276,20.2124,18.1746
917.387,15.28978333,-127.8636,-81.4998,-64.0736,-53.2283,-46.1636,-41.0031,-36.2195,36.3121,27.708,23.5993,20.6219,19.9254,17.8123
918.3285,15.305475,-125.2843,-80.2299,-62.8578,-52.1239,-45.4781,-39.8142,-35.1322,35.7722,27.3435,23.326,20.3283,19.5613,17.6948
919.5254,15.32542333,-125.7258,-78.8817,-61.8966,-51.1702,-44.4585,-39.2642,-33.8984,35.1089,26.8736,22.966,20.0422,19.2922,17.1583
920.4786,15.34131,-125.3726,-77.9366,-61.1951,-50.8872,-44.0801,-39.405,-33.9756,34.7478,26.6348,22.727,19.7756,19.0835,17.2361
921.424,15.35706667,-122.6167,-76.8763,-60.5995,-49.9627,-43.4374,-38.5134,-33.9212,34.24,26.2929,22.375,19.5867,18.9249,16.8917
922.3104,15.37184,-119.5151,-76.0068,-59.6496,-49.3002,-42.8131,-38.2706,-33.0456,33.9005,25.9792,22.1853,19.2872,18.7416,16.5512
923.1311,15.38551833,-117.546,-75.3377,-59.084,-48.9419,-42.2221,-37.7849,-32.5599,33.4413,25.6945,21.9998,19.0508,18.5493,16.3257
924.0321,15.400535,-114.5945,-74.466,-58.3358,-48.2178,-41.7393,-36.8883,-32.8223,33.162,25.4688,21.6984,18.8431,18.1149,16.3455
924.8402,15.41400333,-112.9174,-73.7986,-57.92,-47.7902,-41.6546,-36.7524,-32.2855,32.8538,25.2635,21.5792,18.6996,18.1147,16.4201
925.8079,15.43013167,-112.9334,-73.2597,-57.5597,-47.5708,-41.2579,-36.5357,-31.7539,32.5958,25.006,21.3402,18.5302,17.7974,16.1542
926.6912,15.44485333,-110.5985,-72.4888,-56.8722,-46.9895,-40.6508,-36.1179,-30.38,32.2454,24.8011,21.1497,18.2499,17.7912,16.139
927.5006,15.45834333,-108.2842,-71.7111,-56.2768,-46.4336,-40.1137,-35.5815,-31.1919,32.0122,24.4823,20.9433,18.0804,17.4884,15.6079
928.3126,15.47187667,-107.8228,-71.0058,-55.7551,-45.833,-39.888,-35.105,-30.7451,31.6126,24.2839,20.7257,17.895,17.4317,15.4153
929.2047,15.486745,-106.68,-70.4216,-55.2162,-45.3423,-39.4803,-34.6758,-30.4517,31.3414,24.0423,20.4711,17.6752,17.1682,15.3099
930.2755,15.50459167,-104.8064,-69.7485,-54.7968,-44.9088,-39.0762,-34.7066,-29.8514,31.0391,23.8476,20.413,17.5456,17.1202,15.1646
931.3686,15.52281,-104.9022,-69.1374,-53.9731,-44.6379,-38.8687,-34.4047,-29.3114,30.7947,23.6245,20.1853,17.4058,16.9121,15.3512
932.2887,15.538145,-104.5075,-68.4589,-53.6551,-44.03,-38.3258,-34.2965,-29.3522,30.4243,23.4412,20.0642,17.2377,16.8385,15.1103
933.0782,15.55130333,-104.2288,-67.8702,-53.3059,-43.7093,-38.1706,-33.5847,-29.2836,30.1963,23.2079,19.8391,17.0891,16.6011,14.9401
933.9819,15.566365,-105.0821,-67.2595,-52.4911,-43.3232,-37.6989,-32.7423,-28.3527,29.9123,23.015,19.5957,16.9771,16.4978,15.0302
934.9226,15.58204333,-104.4384,-66.7457,-52.2076,-42.8966,-37.253,-32.8134,-27.7553,29.6067,22.8772,19.467,16.8265,16.4382,14.4024
935.806,15.59676667,-103.64,-66.3334,-51.9538,-42.6426,-37.1406,-33.1729,-29.0594,29.4392,22.783,19.4378,16.7193,16.3175,14.78
936.7764,15.61294,-102.9569,-65.7815,-51.5188,-42.2888,-36.7957,-32.5151,-28.7715,29.2899,22.6248,19.2453,16.5733,16.0814,14.1886
937.7574,15.62929,-104.3019,-65.3943,-50.983,-42.0349,-36.5401,-32.4411,-27.9706,28.9725,22.3931,19.0064,16.3547,16.0101,14.3
938.811,15.64685,-104.3925,-64.71,-50.4268,-41.6159,-36.1818,-32.1338,-26.9206,28.7111,22.1569,18.8374,16.2558,15.7136,13.978
939.7384,15.66230667,-104.6648,-63.8457,-49.8982,-41.1179,-35.8459,-31.6678,-26.8836,28.4804,22.0174,18.6906,16.0874,15.8749,13.985
940.5462,15.67577,-104.4038,-63.6284,-49.5561,-40.941,-35.5256,-31.4048,-27.6869,28.2848,21.8394,18.5146,16.0262,15.5438,13.8404
941.3567,15.68927833,-104.71,-63.3823,-49.3103,-40.7487,-35.3802,-31.3091,-27.1925,28.1175,21.6725,18.4601,15.9237,15.5768,13.7547
942.2241,15.703735,-105.8887,-63.0948,-49.0228,-40.3536,-35.2811,-31.0835,-26.5475,27.9563,21.6079,18.3942,15.8523,15.4495,13.6711
943.0022,15.71670333,-106.8075,-62.7018,-48.6064,-40.0735,-35.0168,-30.8682,-27.0107,27.8319,21.4612,18.2411,15.6758,15.4445,13.9198
943.8692,15.73115333,-107.2097,-62.2167,-48.2102,-39.9611,-34.8479,-30.6859,-26.5032,27.5439,21.2479,18.0523,15.5728,15.2086,13.3725
944.6574,15.74429,-108.0765,-61.7013,-47.8829,-39.6664,-34.5882,-30.3677,-26.2056,27.3883,21.0601,18.0078,15.4473,14.9544,13.1426
945.516,15.7586,-107.1016,-61.2835,-47.6276,-39.3962,-34.323,-29.8597,-25.8504,27.1965,20.9993,17.8582,15.3426,14.9351,13.2164
946.3193,15.77198833,-106.6588,-61.0292,-47.3764,-39.185,-34.1785,-30.512,-26.0636,27.0587,20.8946,17.7967,15.305,14.9548,13.4657
947.1829,15.78638167,-106.7291,-60.7687,-47.1425,-38.9304,-34.0898,-30.1921,-26.3451,26.9064,20.773,17.6915,15.2065,14.8549,13.3542
948.0251,15.80041833,-107.7944,-60.3819,-46.7298,-38.6573,-33.7205,-29.5491,-26.1643,26.7155,20.6982,17.513,15.0963,14.7215,13.0362
948.9769,15.81628167,-106.9126,-59.8809,-46.4671,-38.4873,-33.5384,-29.4291,-25.3337,26.5544,20.4749,17.3936,15.0278,14.7664,13.2006
949.8727,15.83121167,-106.6797,-59.4398,-46.0085,-38.1042,-33.1987,-29.4378,-25.162,26.3642,20.2836,17.2378,14.8925,14.5728,12.8666
950.7067,15.84511167,-104.7969,-58.9286,-45.9352,-37.7436,-33.1029,-29.3136,-25.1207,26.1392,20.2064,17.1283,14.785,14.3837,12.3976
951.6227,15.86037833,-103.1742,-58.8064,-45.3612,-37.6304,-32.8138,-29.3169,-24.9524,25.9779,20.0188,17.1198,14.6992,14.2447,12.5279
952.5467,15.87577833,-102.6261,-58.3811,-45.2918,-37.4169,-32.7634,-29.001,-25.1423,25.8717,19.9194,17.016,14.6221,14.2576,12.2413
953.4303,15.890505,-100.3885,-57.9596,-44.9558,-37.0091,-32.3238,-28.5003,-25.1093,25.6424,19.6983,16.7985,14.452,14.2356,12.2001
954.4786,15.90797667,-97.5457,-57.5302,-44.5162,-36.8162,-32.0025,-28.1974,-23.8972,25.4107,19.58,16.6857,14.3501,13.886,12.6459
955.2335,15.92055833,-96.3513,-57.196,-44.1108,-36.5351,-31.7812,-28.0068,-23.982,25.2164,19.4546,16.5215,14.2385,13.7613,12.3448
956.03,15.93383333,-94.4219,-56.8009,-43.8401,-36.3086,-31.5459,-27.8907,-24.2284,25.0935,19.3387,16.4407,14.079,13.7538,12.3972
956.9454,15.94909,-91.7641,-56.468,-43.65,-36.0643,-31.4337,-27.8887,-24.3852,25.0059,19.1966,16.3879,14.1005,13.7589,11.9958
957.8682,15.96447,-89.8562,-56.2254,-43.272,-35.8797,-31.3294,-27.9244,-24.0187,24.8011,19.13,16.2422,13.9593,13.731,11.8473
958.6688,15.97781333,-86.1007,-55.9149,-43.1461,-35.6446,-31.032,-27.5239,-23.2668,24.6337,18.9107,16.167,13.8678,13.5183,12.2179
959.4894,15.99149,-84.9077,-55.4132,-42.8627,-35.3951,-30.7725,-27.3182,-22.7271,24.4465,18.7952,16.0575,13.8432,13.3822,11.9067
960.3536,16.00589333,-82.6873,-55.0137,-42.4416,-35.1863,-30.531,-26.6408,-23.2272,24.2759,18.7056,15.9145,13.7155,13.3529,11.8711
961.1281,16.01880167,-79.2778,-54.679,-42.1558,-35.013,-30.3755,-26.8459,-23.2876,24.1796,18.5521,15.8488,13.5699,13.1776,11.4908
961.9647,16.032745,-78.0384,-54.2718,-41.8806,-34.7863,-30.2749,-27.0071,-23.5349,23.9899,18.4239,15.7086,13.5264,13.1923,11.5219
962.849,16.04748333,-76.8929,-54.0421,-41.7739,-34.582,-30.0549,-26.7083,-23.8784,23.9105,18.3151,15.641,13.4187,13.0298,11.5901
963.757,16.06261667,-74.6039,-53.6904,-41.3391,-34.3461,-29.7544,-26.5177,-23.2639,23.7151,18.1483,15.4912,13.3702,12.8875,11.6406
964.6547,16.07757833,-72.1376,-53.2112,-41.1033,-34.11,-29.6629,-26.146,-22.6419,23.4687,18.0363,15.3557,13.203,12.9596,11.4394
965.5342,16.09223667,-69.5806,-52.7929,-40.8462,-33.8339,-29.3402,-26.1814,-22.7994,23.3465,17.8653,15.2665,13.1104,12.8608,11.2318
966.4127,16.10687833,-69.514,-52.4914,-40.4488,-33.4695,-29.2663,-25.9456,-23.5607,23.1342,17.6991,15.1691,13.0067,12.8193,10.8738
967.3817,16.12302833,-67.664,-52.2001,-40.1983,-33.2816,-29.0007,-25.7871,-23.048,23.025,17.5955,15.0546,12.9259,12.71,11.1919
968.3605,16.13934167,-64.3453,-51.9637,-40.0291,-33.1904,-28.8478,-25.6439,-22.5819,22.889,17.4671,14.969,12.8111,12.5351,11.1855
969.2351,16.15391833,-62.7959,-51.6095,-39.8622,-32.86,-28.6683,-25.2527,-21.3685,22.7305,17.3949,14.8449,12.7573,12.4401,11.4033
970.1477,16.16912833,-60.5422,-51.2069,-39.5906,-32.4997,-28.4996,-25.2752,-22.2106,22.5258,17.2288,14.805,12.6455,12.4312,10.8411
971.2565,16.18760833,-57.0072,-50.6065,-39.0893,-32.44,-28.1829,-24.7622,-21.1189,22.3316,17.1021,14.6504,12.5326,12.2921,10.9406
972.2155,16.20359167,-55.0179,-50.2472,-39.0326,-32.018,-27.9358,-24.4719,-20.4239,22.1676,16.9038,14.4349,12.411,12.2199,10.7059
973.2098,16.22016333,-53.4438,-49.9564,-38.5449,-31.9186,-27.8516,-24.7665,-21.8296,22.0235,16.7604,14.3855,12.3396,12.1816,10.6189
974.2346,16.23724333,-52.0233,-49.5079,-38.4731,-31.6244,-27.5511,-24.211,-20.9863,21.7903,16.6433,14.2588,12.2329,12.094,10.8263
975.288,16.2548,-50.7753,-49.1357,-37.9073,-31.3689,-27.3621,-24.0947,-20.7061,21.6054,16.5042,14.1799,12.1389,11.9333,10.4956
976.1123,16.26853833,-49.2469,-48.7907,-37.7497,-30.9674,-27.1817,-23.9327,-21.0467,21.4694,16.4026,14.0188,12.0442,11.7495,10.3305
977.0213,16.28368833,-47.2624,-48.2862,-37.3632,-30.7287,-26.8899,-23.9602,-20.3248,21.2813,16.2732,13.8999,11.9796,11.5747,10.2948
977.8494,16.29749,-46.4443,-47.9764,-37.0915,-30.6144,-26.7407,-23.6345,-20.6774,21.1731,16.1199,13.7957,11.8882,11.5231,10.0474
978.7615,16.31269167,-46.7662,-47.7976,-37.0347,-30.5529,-26.6587,-23.5324,-20.9712,21.0147,16.0032,13.758,11.7931,11.4277,10.28
979.6486,16.32747667,-45.0856,-47.321,-36.6691,-30.2476,-26.395,-23.3888,-20.7172,20.88,15.9343,13.6266,11.7156,11.3993,9.928
980.62,16.34366667,-43.9222,-46.9228,-36.3432,-29.9715,-26.2004,-23.0844,-19.5426,20.7284,15.7758,13.5388,11.6136,11.2335,10.2086
981.6422,16.36070333,-43.46,-46.3876,-35.9845,-29.7665,-25.8602,-22.9326,-20.6467,20.4551,15.575,13.3497,11.5385,11.1803,9.8788
982.5564,16.37594,-43.3839,-46.1035,-35.6689,-29.4795,-25.6847,-22.7491,-19.4429,20.2867,15.4487,13.2296,11.3869,10.9803,10.0205
983.5004,16.39167333,-42.3254,-45.8635,-35.5097,-29.3347,-25.4733,-22.5849,-19.0047,20.1208,15.3934,13.1586,11.357,11.1435,9.4443
984.2871,16.404785,-41.9424,-45.433,-35.1768,-29.0697,-25.183,-22.6684,-19.1447,20.043,15.2752,13.0961,11.2825,11.1399,9.7325
985.2311,16.42051833,-42.0261,-45.1541,-34.8913,-28.8189,-25.0475,-22.2787,-19.5763,19.8492,15.1692,12.9398,11.1572,11.0242,9.4144
986.0954,16.43492333,-41.9061,-44.7875,-34.5453,-28.4675,-24.7939,-21.9443,-19.144,19.6302,15.0092,12.8494,11.0789,10.9669,9.9634
986.933,16.44888333,-42.2969,-44.3712,-34.2572,-28.3678,-24.5018,-21.8205,-19.2312,19.453,14.8254,12.7634,10.984,10.8407,9.289
987.8205,16.463675,-42.4478,-43.9454,-34.027,-28.0805,-24.2136,-21.3408,-18.8651,19.3406,14.8054,12.6162,10.8355,10.5272,9.2177
988.7072,16.47845333,-42.8867,-43.6529,-33.7116,-27.8952,-24.1571,-21.7653,-18.7194,19.2641,14.643,12.5659,10.7848,10.4969,9.1938
989.6291,16.49381833,-42.8052,-43.5285,-33.5303,-27.8168,-23.8185,-21.3488,-18.6634,19.0305,14.5288,12.5029,10.7111,10.6458,9.3592
990.654,16.5109,-43.2449,-42.992,-33.1074,-27.5807,-23.7232,-20.8374,-18.3258,18.8645,14.4201,12.3621,10.5406,10.223,8.9767
991.5347,16.52557833,-43.6848,-42.5127,-32.8947,-27.1801,-23.4767,-20.9682,-18.1134,18.7142,14.2724,12.224,10.4223,10.2159,9.1052
992.4155,16.54025833,-44.3155,-42.2087,-32.6873,-27.058,-23.28,-20.7463,-17.5591,18.5757,14.0919,12.1337,10.3363,10.0526,8.7088
993.3415,16.55569167,-44.1994,-41.8827,-32.25,-26.7823,-22.9563,-20.3611,-17.7872,18.425,14.0122,12.075,10.1926,10.0728,8.8797
994.1125,16.56854167,-43.9948,-41.584,-32.1537,-26.7158,-22.9345,-20.5266,-17.6579,18.2522,13.9704,12.0019,10.1469,10.0766,8.946
995.0246,16.58374333,-44.6856,-41.2192,-31.9441,-26.4464,-22.83,-20.3221,-17.1397,18.0817,13.8001,11.858,10.0687,9.8354,8.863
996.0507,16.600845,-45.3884,-40.9682,-31.698,-26.2346,-22.4793,-20.3897,-17.7217,17.8967,13.6947,11.6673,9.8978,9.8869,8.5957
996.9305,16.61550833,-44.7772,-40.4732,-31.4668,-25.8464,-22.4889,-19.9508,-17.7617,17.7551,13.5783,11.638,9.8341,9.7407,8.5157
997.8712,16.63118667,-44.8623,-40.2088,-30.997,-25.6742,-22.1232,-19.8176,-17.123,17.6569,13.3579,11.5367,9.7375,9.648,8.5823
998.8691,16.64781833,-45.2045,-39.6574,-30.877,-25.5385,-21.8727,-19.785,-16.3279,17.3972,13.2783,11.4287,9.625,9.4916,8.1869
999.7983,16.663305,-45.3729,-39.5753,-30.4262,-25.38,-21.9657,-19.5636,-16.3913,17.283,13.2278,11.2948,9.5377,9.4269,8.0615
