Time [s],Time[min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
1943.6751,32.394585,-0.5787,0.1417,-0.5267,-1.0239,-0.9441,-1.1946,-1.6468,-0.1262,-0.476,-0.568,-0.5592,-0.7726,-0.6713
1944.961,32.41601667,-0.7087,0.4718,-0.526,-0.9519,-0.913,-1.174,-1.8461,-0.2318,-0.4692,-0.5339,-0.5567,-0.8109,-0.6883
1946.344,32.43906667,-0.6495,0.2898,-0.5997,-0.9879,-0.9913,-0.9722,-1.7973,-0.171,-0.468,-0.5388,-0.5446,-0.6605,-0.6514
1947.7179,32.461965,-0.6538,0.1152,-0.4627,-0.9554,-0.9582,-1.155,-2.2087,-0.107,-0.4237,-0.585,-0.564,-0.7557,-0.4721
1949.2519,32.48753167,-0.6257,0.2161,-0.5459,-0.9066,-0.9514,-1.135,-1.5853,-0.1467,-0.4953,-0.5417,-0.5674,-0.7974,-0.3727
1950.7685,32.51280833,-0.6357,0.3133,-0.5878,-0.9587,-0.931,-1.1671,-2.2851,-0.2743,-0.4813,-0.56,-0.5669,-0.7144,-0.4007
1952.2363,32.53727167,-0.7206,0.0614,-0.4431,-0.9266,-0.9632,-1.3117,-1.4634,-0.1306,-0.4418,-0.5439,-0.5607,-0.7251,-0.7473
1953.7535,32.56255833,-0.4677,0.1052,-0.5116,-0.8728,-0.9416,-1.0271,-2.1322,-0.1228,-0.5051,-0.5724,-0.5382,-0.8067,-0.5569
1955.2438,32.58739667,-0.7184,0.1258,-0.6522,-0.9406,-0.9889,-1.0271,-2.0996,-0.2282,-0.4172,-0.5671,-0.5906,-0.7487,-0.3155
1956.7437,32.612395,-0.7128,0.2434,-0.5917,-0.9232,-0.9763,-0.991,-2.0004,-0.1667,-0.4482,-0.518,-0.5581,-0.6726,-0.687
1958.2517,32.63752833,-0.5626,0.1469,-0.5404,-0.9627,-0.9021,-1.2738,-2.3817,-0.0671,-0.4659,-0.5598,-0.5927,-0.6762,-0.6114
1959.7483,32.66247167,-0.6954,0.2019,-0.5715,-0.9932,-0.9774,-1.0508,-1.7518,-0.1582,-0.5036,-0.5582,-0.5664,-0.78,-0.7324
1961.2578,32.68763,-0.7415,0.32,-0.6405,-1.0074,-0.9559,-1.1338,-1.5931,-0.3172,-0.5137,-0.5916,-0.5546,-0.7829,-0.4336
1962.7597,32.71266167,-0.6148,0.2129,-0.6303,-0.8874,-0.9758,-1.1601,-1.5388,-0.0736,-0.4903,-0.544,-0.5408,-0.7481,-0.5221
1964.2038,32.73673,-0.573,0.0878,-0.5853,-1.0275,-0.8948,-0.9162,-1.9021,-0.0731,-0.4701,-0.5594,-0.554,-0.7611,-0.4561
1965.5439,32.759065,-0.7137,0.289,-0.5154,-0.9224,-1.0406,-1.2466,-2.0952,-0.2513,-0.493,-0.5299,-0.5774,-0.658,-0.2513
1966.9123,32.78187167,-0.6299,0.3169,-0.5584,-0.8675,-0.9228,-1.2441,-2.1217,-0.2691,-0.4773,-0.5488,-0.5435,-0.7829,-0.5537
1968.192,32.8032,-0.7479,0.146,-0.4959,-0.8953,-1.004,-1.2294,-1.9892,-0.138,-0.4692,-0.5796,-0.5508,-0.7771,-0.7436
1969.56,32.826,-0.549,0.0814,-0.6468,-0.8896,-0.9682,-1.2148,-2.588,-0.1374,-0.4757,-0.5499,-0.5471,-0.6834,-0.371
1971.0585,32.850975,-0.6922,0.3978,-0.5824,-0.85,-1.0202,-1.3057,-1.7619,-0.2595,-0.4764,-0.5534,-0.5549,-0.7079,-0.566
1972.5399,32.875665,-0.6963,0.4551,-0.56,-0.9025,-0.8775,-1.1423,-1.7407,-0.1541,-0.4771,-0.5549,-0.5742,-0.7348,-0.5727
1973.9895,32.899825,-0.6368,0.1344,-0.5396,-0.9935,-0.9365,-1.1732,-2.111,-0.0893,-0.4883,-0.5576,-0.5512,-0.7556,-0.442
1975.482,32.9247,-0.557,0.1542,-0.4618,-0.9127,-0.9392,-1.4114,-1.4594,-0.1179,-0.4675,-0.5799,-0.5545,-0.8035,-0.3681
1976.9344,32.94890667,-0.7518,0.3311,-0.5183,-1.0278,-1.0238,-1.1161,-2.0509,-0.2566,-0.5046,-0.5975,-0.5817,-0.7333,-0.6265
1978.3984,32.97330667,-0.7047,0.2233,-0.5385,-0.8606,-0.9324,-1.2658,-2.3497,-0.0913,-0.4647,-0.5784,-0.5818,-0.7178,-0.4982
1979.9212,32.99868667,-0.5644,0.1823,-0.4712,-1.0262,-0.9613,-1.1811,-1.8955,-0.0911,-0.4877,-0.5906,-0.5436,-0.6813,-0.4335
1981.4276,33.02379333,-0.7861,0.3136,-0.3499,-0.9423,-1.0358,-1.0787,-1.8724,-0.2032,-0.5032,-0.6008,-0.5745,-0.7442,-0.5509
1982.9297,33.04882833,-0.6254,0.4619,-0.4982,-0.9482,-0.9494,-1.0392,-1.4353,-0.2738,-0.4883,-0.5682,-0.5803,-0.672,-0.6226
1984.4565,33.074275,-0.6305,0.2421,-0.531,-0.94,-0.9681,-0.9612,-1.5289,-0.1184,-0.4709,-0.5835,-0.6065,-0.7318,-0.4831
1985.9566,33.09927667,-0.576,0.0832,-0.4849,-0.9223,-0.9366,-1.2482,-1.6389,-0.0986,-0.5006,-0.5799,-0.5573,-0.7515,-0.5031
1987.4837,33.12472833,-0.6868,0.463,-0.479,-1.0104,-1.0313,-1.1688,-1.4002,-0.2747,-0.444,-0.5969,-0.5652,-0.7164,-0.6383
1989.0403,33.15067167,-0.6656,0.2151,-0.5923,-0.8744,-0.9727,-1.3692,-1.7431,-0.1772,-0.4992,-0.5443,-0.5704,-0.7548,-0.6848
1990.4402,33.17400333,-0.5703,0.2364,-0.5014,-0.8479,-0.9009,-1.1666,-1.6194,-0.0917,-0.4816,-0.5324,-0.5733,-0.7126,-0.392
1991.9204,33.19867333,-0.5797,0.3373,-0.3879,-0.9316,-1.0204,-1.1659,-2.0906,-0.155,-0.4679,-0.5672,-0.58,-0.7218,-0.7577
1993.3246,33.22207667,-0.6664,0.3017,-0.554,-0.8922,-0.9881,-1.066,-1.3492,-0.33,-0.4971,-0.5953,-0.5762,-0.811,-0.544
1994.7638,33.24606333,-0.6806,0.2404,-0.5003,-0.8881,-1.0313,-1.1111,-1.4877,-0.1369,-0.4255,-0.5659,-0.5686,-0.7975,-0.5718
1996.2647,33.27107833,-0.4899,0.2469,-0.5596,-0.9132,-1.0142,-1.1618,-1.8299,-0.0806,-0.4824,-0.598,-0.5597,-0.7185,-0.6801
1997.6434,33.29405667,-0.6554,0.316,-0.4904,-0.8958,-0.9276,-0.9428,-1.8021,-0.2275,-0.511,-0.5792,-0.5898,-0.7212,-0.6443
1998.7522,33.31253667,-0.5623,0.3508,-0.6374,-0.9535,-0.8781,-1.0574,-2.1057,-0.2599,-0.446,-0.5616,-0.5945,-0.7016,-0.2746
2000.1923,33.33653833,-0.6349,0.0727,-0.4183,-0.9192,-0.9967,-1.2245,-1.8439,-0.0853,-0.5084,-0.57,-0.5729,-0.6444,-0.6211
2001.6938,33.36156333,-0.5827,0.1454,-0.547,-0.9618,-1.0063,-1.128,-1.5963,-0.1964,-0.4698,-0.5569,-0.5435,-0.8301,-0.5241
2003.1597,33.385995,-0.7544,0.476,-0.5362,-0.8896,-0.9648,-1.1215,-1.8897,-0.2346,-0.5069,-0.5655,-0.5766,-0.7451,-0.497
2004.5688,33.40948,-0.7512,0.1739,-0.5496,-0.933,-0.9584,-1.3632,-1.7903,-0.1681,-0.4903,-0.541,-0.5563,-0.6784,-0.7707
2005.9777,33.43296167,-0.6522,0.1547,-0.5068,-1.0417,-0.9878,-1.3226,-1.4702,-0.0674,-0.5108,-0.5399,-0.5591,-0.7349,-0.7115
2007.4325,33.45720833,-0.5998,0.1657,-0.4683,-0.869,-1.0236,-1.1251,-2.2828,-0.1539,-0.4778,-0.5622,-0.53,-0.7788,-0.6699
2008.9347,33.482245,-0.8016,0.3342,-0.591,-1.0135,-1.0869,-1.1847,-1.7489,-0.2261,-0.4789,-0.5686,-0.5264,-0.7224,-0.713
2010.4383,33.507305,-0.6552,0.2636,-0.3419,-0.9753,-0.9716,-1.2042,-1.36,-0.175,-0.4829,-0.5481,-0.5511,-0.7005,-0.4669
2011.9583,33.53263833,-0.663,0.0723,-0.5534,-0.9951,-0.9884,-1.3196,-1.754,-0.1268,-0.4757,-0.5585,-0.5613,-0.8023,-0.637
2013.482,33.55803333,-0.7514,0.2725,-0.4768,-0.87,-0.9313,-1.1752,-1.2604,-0.3107,-0.477,-0.5859,-0.5575,-0.7773,-0.5844
2014.9757,33.58292833,-0.7294,0.3088,-0.4543,-0.9654,-1.0264,-1.2231,-1.4031,-0.1644,-0.4884,-0.5971,-0.5424,-0.7474,-0.4511
2016.4645,33.60774167,-0.6117,0.1406,-0.6037,-0.9226,-0.884,-1.1988,-1.6941,-0.0823,-0.5091,-0.5592,-0.553,-0.7411,-0.6414
2017.8777,33.631295,-0.6184,0.243,-0.5885,-0.8872,-0.8926,-1.3488,-1.8019,-0.1114,-0.4188,-0.5602,-0.5153,-0.771,-0.7512
2019.3417,33.655695,-0.6944,0.3871,-0.4993,-0.9233,-0.995,-1.032,-1.5152,-0.2448,-0.5004,-0.5909,-0.5746,-0.8011,-0.4269
2020.8917,33.68152833,-0.7408,0.2517,-0.5913,-0.9099,-0.8978,-1.0877,-1.6994,-0.1347,-0.4692,-0.5741,-0.563,-0.7178,-0.8586
2022.4197,33.706995,-0.6243,0.0748,-0.5554,-0.8997,-0.9424,-1.1641,-1.3898,-0.1488,-0.4685,-0.56,-0.5636,-0.7379,-0.4187
2023.9261,33.73210167,-0.7184,0.394,-0.5864,-0.9072,-0.9399,-1.1603,-2.0046,-0.2165,-0.4771,-0.5559,-0.5998,-0.7718,-0.4824
2025.4302,33.75717,-0.6698,0.4058,-0.427,-0.9232,-0.9685,-1.1514,-2.066,-0.2427,-0.4293,-0.5612,-0.5827,-0.7554,-0.6057
2026.9702,33.78283667,-0.5472,0.1321,-0.3724,-0.9482,-0.9793,-1.3037,-1.6824,-0.1248,-0.4465,-0.5849,-0.5707,-0.7484,-0.5772
2028.3142,33.80523667,-0.6687,0.1563,-0.4546,-0.9337,-0.9606,-1.3409,-1.4069,-0.0773,-0.4735,-0.5594,-0.5577,-0.7731,-0.4012
2029.6605,33.827675,-0.6886,0.2727,-0.4574,-0.9239,-0.9208,-0.9614,-2.0137,-0.2584,-0.5036,-0.6115,-0.5842,-0.8184,-0.6893
2031.1419,33.852365,-0.6473,0.3027,-0.4345,-0.871,-0.9308,-1.2911,-1.6169,-0.1339,-0.4821,-0.5704,-0.5873,-0.6476,-0.4943
2032.6647,33.877745,-0.5696,0.1845,-0.4775,-0.8456,-1.0247,-1.0921,-2.1438,-0.09,-0.4783,-0.5744,-0.5803,-0.6987,-0.6031
2034.1425,33.902375,-0.5824,0.3023,-0.5489,-0.895,-1.0329,-1.2889,-1.8965,-0.1983,-0.46,-0.5446,-0.5482,-0.7432,-0.5975
2035.6465,33.92744167,-0.7267,0.3621,-0.5687,-0.8902,-1.0349,-1.2426,-2.4739,-0.2601,-0.5301,-0.5793,-0.5477,-0.7577,-0.5478
2037.1432,33.95238667,-0.7384,0.1733,-0.4533,-0.8553,-0.8399,-1.1348,-1.9776,-0.0747,-0.4899,-0.5275,-0.5767,-0.6774,-0.6766
2038.5927,33.976545,-0.5455,0.1417,-0.6383,-0.9342,-0.959,-1.2317,-1.9501,-0.1392,-0.4775,-0.5745,-0.5972,-0.7307,-0.6045
2039.9827,33.99971167,-0.678,0.3272,-0.4749,-0.8539,-0.8365,-1.2064,-1.5061,-0.2988,-0.4747,-0.5757,-0.5586,-0.6799,-0.7905
2041.236,34.0206,-0.6277,0.3138,-0.5853,-0.9017,-0.9591,-1.2779,-1.708,-0.234,-0.4904,-0.5972,-0.5565,-0.7482,-0.6876
2042.7638,34.04606333,-0.6744,0.2094,-0.3789,-0.945,-0.942,-1.239,-2.1373,-0.0874,-0.5033,-0.56,-0.522,-0.7093,-0.719
2044.1458,34.06909667,-0.5434,0.1284,-0.4915,-0.8523,-0.9507,-0.8718,-1.9691,-0.1255,-0.4753,-0.5614,-0.5366,-0.7081,-0.7154
2045.6014,34.09335667,-0.7116,0.2648,-0.5549,-0.9657,-0.9342,-1.1749,-2.1154,-0.2272,-0.5134,-0.5676,-0.5729,-0.8286,-0.6865
2047.128,34.1188,-0.7181,0.175,-0.5001,-0.895,-0.9439,-1.2362,-1.6555,-0.1451,-0.4413,-0.5983,-0.5604,-0.8108,-0.558
2048.5987,34.14331167,-0.6691,0.2079,-0.4495,-0.9888,-0.8665,-1.0682,-1.797,-0.1047,-0.4218,-0.5918,-0.5687,-0.7207,-0.6046
2050.0945,34.16824167,-0.7332,0.2404,-0.4677,-0.9235,-0.946,-1.1847,-1.7688,-0.185,-0.4808,-0.555,-0.5707,-0.7951,-0.4452
2051.4415,34.19069167,-0.6778,0.3167,-0.5007,-0.8547,-0.8869,-1.3803,-1.8036,-0.3603,-0.5056,-0.5694,-0.5504,-0.6807,-0.8462
2052.8627,34.21437833,-0.6508,0.1067,-0.4826,-0.8509,-0.9985,-1.4885,-1.8158,-0.1181,-0.428,-0.5556,-0.5812,-0.773,-0.7343
2054.3659,34.23943167,-0.5003,0.1888,-0.4997,-0.9057,-0.9071,-1.1242,-2.2311,-0.1276,-0.5073,-0.5919,-0.5724,-0.7959,-0.6021
2055.8116,34.26352667,-0.7281,0.165,-0.6315,-0.9415,-1.0119,-1.2002,-2.3985,-0.2513,-0.4743,-0.5837,-0.574,-0.7571,-0.7164
2057.3065,34.28844167,-0.655,0.2585,-0.5629,-0.915,-0.9312,-1.1622,-1.656,-0.1908,-0.5365,-0.6095,-0.5556,-0.7344,-0.5421
2058.7277,34.31212833,-0.643,0.2541,-0.5111,-0.8531,-0.8751,-1.1804,-1.4203,-0.1143,-0.4868,-0.5622,-0.5428,-0.6442,-0.5583
2060.2256,34.33709333,-0.5467,0.1461,-0.4463,-0.9137,-0.8698,-1.171,-1.6462,-0.1339,-0.5016,-0.5469,-0.5558,-0.6859,-0.6452
2061.7256,34.36209333,-0.7198,0.4191,-0.3735,-0.907,-0.9837,-1.2986,-1.5076,-0.2069,-0.4474,-0.5728,-0.6024,-0.7875,-0.478
2063.2382,34.38730333,-0.718,0.2733,-0.4607,-0.8599,-0.9048,-1.05,-1.9305,-0.0939,-0.4911,-0.5699,-0.5671,-0.7873,-0.5097
2064.7279,34.41213167,-0.5962,0.166,-0.4999,-0.9665,-0.9136,-1.0148,-1.3585,-0.1033,-0.406,-0.5902,-0.5519,-0.7452,-0.3319
2066.2366,34.43727667,-0.8008,0.3884,-0.458,-0.8926,-0.9846,-1.3592,-1.5936,-0.282,-0.4758,-0.5649,-0.5599,-0.7087,-0.5372
2067.738,34.4623,-0.4882,0.2972,-0.5085,-0.8187,-0.9081,-1.2803,-1.9017,-0.2002,-0.4963,-0.5503,-0.5588,-0.8407,-0.6047
2069.2418,34.48736333,-0.5419,0.1208,-0.5001,-0.9364,-0.9381,-1.1649,-1.327,-0.1341,-0.4647,-0.5943,-0.5931,-0.7282,-0.4246
2070.7836,34.51306,-0.6437,0.3145,-0.5239,-0.9049,-0.9372,-1.0536,-1.6293,-0.1372,-0.433,-0.5266,-0.538,-0.7321,-0.5364
2072.2895,34.53815833,-0.7226,0.427,-0.4509,-0.9156,-0.9851,-1.0493,-1.8517,-0.2282,-0.4743,-0.5321,-0.5677,-0.8277,-0.6949
2073.7818,34.56303,-0.6457,0.2663,-0.4655,-0.9355,-0.9929,-1.1128,-1.9293,-0.1458,-0.4851,-0.5668,-0.5557,-0.7374,-0.5628
2075.3048,34.58841333,-0.5769,0.1086,-0.4253,-0.9794,-1.0272,-1.2256,-1.6455,-0.1571,-0.4654,-0.5615,-0.5954,-0.7142,-0.455
2076.8137,34.61356167,-0.6544,0.3447,-0.4737,-0.8765,-0.9549,-1.1614,-1.7745,-0.2462,-0.4805,-0.5632,-0.5852,-0.6918,-0.8126
2078.3358,34.63893,-0.5364,0.3946,-0.5316,-0.9665,-0.9318,-1.3142,-1.7068,-0.2129,-0.4555,-0.5634,-0.5827,-0.7403,-0.7049
2079.7076,34.66179333,-0.6731,0.1665,-0.6567,-0.8913,-0.876,-1.3083,-2.0776,-0.1118,-0.4752,-0.5813,-0.5746,-0.7371,-0.5981
2081.2154,34.68692333,-0.5909,0.265,-0.4926,-0.907,-0.9426,-1.3182,-2.1838,-0.147,-0.5077,-0.5555,-0.5335,-0.7703,-0.6723
2082.616,34.71026667,-0.68,0.4119,-0.4799,-0.9072,-0.9593,-1.4627,-1.6755,-0.2471,-0.4915,-0.5504,-0.5822,-0.7725,-0.6836
2084.0622,34.73437,-0.6766,0.2262,-0.4618,-0.8858,-0.9328,-1.2695,-2.1048,-0.1769,-0.4943,-0.5744,-0.5588,-0.7012,-0.4767
2085.5703,34.759505,-0.4917,0.1864,-0.3852,-0.9414,-0.9107,-0.8137,-1.7311,-0.0905,-0.4406,-0.5672,-0.5569,-0.7347,-0.7912
2087.0386,34.78397667,-0.601,0.3382,-0.5703,-0.969,-0.9499,-1.1716,-1.0903,-0.1368,-0.4527,-0.5281,-0.5706,-0.6779,-0.6684
2088.5485,34.80914167,-0.7321,0.2697,-0.645,-0.8402,-0.9196,-1.1474,-1.3946,-0.2925,-0.467,-0.5791,-0.5734,-0.769,-0.5221
2090.0545,34.83424167,-0.6861,0.2788,-0.4397,-0.9909,-0.915,-1.0977,-1.8333,-0.1708,-0.4707,-0.5379,-0.5669,-0.7348,-0.5229
2091.5478,34.85913,-0.4892,0.1302,-0.5972,-0.9331,-0.9321,-1.0809,-1.8668,-0.0691,-0.4691,-0.5437,-0.543,-0.6936,-0.4677
2093.1017,34.88502833,-0.7203,0.4659,-0.5469,-0.9722,-1.0037,-0.9948,-1.7818,-0.2115,-0.4537,-0.5649,-0.5805,-0.6381,-0.7654
2094.6223,34.91037167,-0.7818,0.3417,-0.6029,-0.8445,-0.8391,-1.0761,-1.824,-0.1178,-0.4532,-0.5663,-0.5549,-0.6584,-0.342
2096.1363,34.935605,-0.6461,0.0901,-0.4339,-0.9667,-0.8991,-1.0835,-2.2608,-0.1538,-0.5282,-0.5182,-0.5474,-0.7469,-0.8841
2097.6741,34.961235,-0.5545,0.2191,-0.541,-0.9022,-0.8827,-0.8213,-1.4684,-0.1713,-0.4806,-0.5838,-0.5597,-0.709,-0.4033
2099.176,34.98626667,-0.7107,0.4531,-0.5111,-0.967,-0.9975,-1.0612,-1.3702,-0.3252,-0.5334,-0.5366,-0.5647,-0.608,-0.7064
2100.6078,35.01013,-0.5902,0.292,-0.4963,-0.9157,-0.906,-1.3041,-0.991,-0.1353,-0.4874,-0.5464,-0.5763,-0.7819,-0.788
2102.15,35.03583333,-0.6669,0.137,-0.5347,-0.9123,-0.9023,-1.2275,-2.1264,-0.0839,-0.4787,-0.5645,-0.5612,-0.7564,-0.4777
2103.656,35.06093333,-0.6095,0.2502,-0.6503,-1.0369,-0.997,-1.2059,-1.865,-0.2492,-0.5093,-0.5703,-0.5422,-0.6676,-0.3005
2105.18,35.08633333,-0.7333,0.3001,-0.4335,-0.9558,-0.8617,-0.9652,-1.8595,-0.2335,-0.453,-0.5528,-0.5507,-0.7867,-0.4888
2106.6339,35.110565,-0.5563,0.2825,-0.4831,-0.8764,-0.9867,-1.0909,-2.3723,-0.1559,-0.4973,-0.5206,-0.537,-0.7577,-0.5443
2108.132,35.13553333,-0.4931,0.1337,-0.52,-0.8485,-0.98,-1.0923,-2.1485,-0.0855,-0.4904,-0.5863,-0.5505,-0.7318,-0.5179
2109.589,35.15981667,-0.7507,0.3257,-0.4993,-0.8659,-0.9558,-1.3691,-1.812,-0.2507,-0.4848,-0.5657,-0.5728,-0.7404,-0.4741
2111.0056,35.18342667,-0.6533,0.1183,-0.5575,-0.8996,-0.9062,-1.3446,-1.638,-0.1677,-0.4671,-0.5407,-0.5534,-0.7612,-0.4709
2112.3936,35.20656,-0.5314,0.3335,-0.3974,-0.8986,-0.9513,-1.3291,-1.9055,-0.0584,-0.4684,-0.5414,-0.5436,-0.7268,-0.5472
2113.8199,35.23033167,-0.7399,0.2865,-0.5852,-0.9196,-0.943,-1.298,-1.9135,-0.1856,-0.4934,-0.5474,-0.5428,-0.708,-0.5824
2115.3206,35.25534333,-0.7145,0.3404,-0.5263,-0.9304,-0.9623,-1.3418,-1.7957,-0.306,-0.5155,-0.5698,-0.5066,-0.6923,-0.5726
2116.7307,35.278845,-0.567,0.1147,-0.4892,-0.9455,-0.9502,-1.1467,-1.8012,-0.1304,-0.4808,-0.5595,-0.5196,-0.7519,-0.5076
2118.2483,35.30413833,-0.5974,0.2105,-0.4257,-0.9375,-0.872,-1.0946,-1.7513,-0.1061,-0.4445,-0.566,-0.523,-0.6604,-0.4255
2119.6997,35.32832833,-0.7552,0.3853,-0.5416,-1.0637,-1.0315,-1.1671,-1.3701,-0.2739,-0.4969,-0.558,-0.5426,-0.6967,-0.7952
2121.0569,35.35094833,-0.5949,0.3505,-0.5131,-0.9721,-0.8936,-1.5296,-1.9299,-0.1809,-0.4846,-0.5705,-0.5456,-0.7589,-0.5633
2122.482,35.3747,-0.4979,0.1372,-0.5338,-1.0159,-0.8861,-0.9516,-1.8335,-0.115,-0.5017,-0.5395,-0.5625,-0.759,-0.5772
2123.9304,35.39884,-0.47,0.2409,-0.5463,-0.9592,-1.0724,-1.0599,-1.718,-0.1426,-0.4689,-0.5526,-0.5299,-0.6876,-0.7233
2125.3645,35.42274167,-0.7045,0.3856,-0.3746,-0.9111,-0.9099,-1.0943,-2.2254,-0.2036,-0.4823,-0.5491,-0.5483,-0.7308,-0.7054
2126.8659,35.447765,-0.6308,0.1797,-0.4916,-0.8665,-0.8173,-1.3498,-2.1669,-0.1422,-0.5086,-0.535,-0.5404,-0.7489,-0.4874
2128.348,35.47246667,-0.4057,0.3079,-0.5587,-0.8247,-0.8808,-1.15,-2.2918,-0.1298,-0.4706,-0.5549,-0.5395,-0.7356,-0.4609
2129.806,35.49676667,-0.7714,0.3542,-0.5317,-0.9223,-0.9649,-1.112,-1.1674,-0.1994,-0.4992,-0.5294,-0.552,-0.7558,-0.6251
2131.3039,35.52173167,-0.7372,0.2322,-0.5091,-0.9315,-0.8801,-1.3591,-1.767,-0.2769,-0.4609,-0.613,-0.5661,-0.7602,-0.5574
2132.7626,35.54604333,-0.5719,0.3485,-0.4238,-0.9734,-0.887,-1.2733,-1.7702,-0.1104,-0.456,-0.5881,-0.5328,-0.7624,-0.4654
2134.1611,35.56935167,-0.4256,0.1983,-0.6177,-0.864,-0.9297,-1.0616,-1.5183,-0.1588,-0.5161,-0.5713,-0.5721,-0.7105,-0.5958
2135.536,35.59226667,-0.7666,0.5519,-0.592,-0.9198,-0.9468,-0.9721,-1.7536,-0.2085,-0.4833,-0.5256,-0.574,-0.7814,-0.673
2136.9748,35.61624667,-0.6505,0.289,-0.52,-1.0147,-0.8537,-1.2272,-2.1015,-0.118,-0.4778,-0.5339,-0.5517,-0.7798,-0.2884
2138.4014,35.64002333,-0.7396,0.3291,-0.5172,-0.9017,-0.9593,-0.9971,-1.459,-0.1512,-0.4848,-0.5902,-0.5598,-0.7778,-0.8256
2139.8525,35.66420833,-0.3551,0.227,-0.4505,-1.0833,-0.9229,-1.1705,-1.7157,-0.0533,-0.4638,-0.5593,-0.5613,-0.6572,-0.4823
2141.3583,35.689305,-0.6482,0.3551,-0.6286,-0.941,-0.9956,-1.2034,-1.7422,-0.2343,-0.4445,-0.5286,-0.5913,-0.7755,-0.598
2142.8604,35.71434,-0.5503,0.2748,-0.514,-1.0145,-0.9348,-1.3232,-2.0386,-0.1558,-0.4658,-0.5353,-0.5767,-0.7277,-0.636
2144.2484,35.73747333,-0.6301,0.0898,-0.4777,-0.9401,-0.9845,-1.1001,-1.5801,-0.1423,-0.4963,-0.5471,-0.5543,-0.7231,-0.7493
2145.6685,35.76114167,-0.8721,0.4102,-0.5536,-0.8907,-0.9396,-0.9647,-1.4994,-0.1907,-0.4587,-0.5453,-0.5713,-0.7217,-0.8079
2147.1327,35.785545,-0.7452,0.3103,-0.377,-0.9873,-0.9601,-1.138,-2.1264,-0.2967,-0.4792,-0.5701,-0.5196,-0.6937,-0.5196
2148.5436,35.80906,-0.5946,0.2021,-0.442,-0.9357,-0.8846,-1.0748,-2.1298,-0.0801,-0.4703,-0.5391,-0.5377,-0.6437,-0.524
2149.9979,35.83329833,-0.5895,0.1849,-0.5837,-1.0194,-0.8812,-1.2734,-1.837,-0.1189,-0.4763,-0.5474,-0.5538,-0.7824,-0.4846
2151.4995,35.858325,-0.5913,0.2639,-0.4999,-0.9117,-0.957,-1.0956,-1.5268,-0.2681,-0.4966,-0.5954,-0.5575,-0.711,-0.401
2153.0079,35.883465,-0.5118,0.3592,-0.4537,-0.9074,-0.9646,-1.0316,-1.8969,-0.1406,-0.5137,-0.5718,-0.5527,-0.6957,-0.6202
2154.3985,35.90664167,-0.5245,0.1873,-0.4323,-0.9224,-0.9339,-1.0345,-2.3278,-0.1325,-0.4891,-0.5547,-0.5601,-0.7699,-0.6153
2155.7467,35.92911167,-0.5026,0.1993,-0.4866,-0.9389,-0.9636,-1.0047,-1.4691,-0.0994,-0.4784,-0.5616,-0.5042,-0.7092,-0.7313
2157.1762,35.95293667,-0.723,0.3204,-0.5204,-0.9705,-0.9251,-0.9743,-1.8313,-0.2641,-0.4819,-0.571,-0.5706,-0.6635,-0.6134
2158.6778,35.97796333,-0.7014,0.1793,-0.4783,-1.064,-0.8888,-1.2096,-1.8989,-0.1619,-0.4898,-0.5554,-0.5425,-0.7131,-0.6432
2160.172,36.00286667,-0.5025,0.2616,-0.537,-0.899,-0.9832,-1.19,-2.0898,-0.1159,-0.5461,-0.5413,-0.539,-0.7446,-0.8043
2161.6898,36.02816333,-0.792,0.2248,-0.5433,-0.9387,-0.8856,-1.0672,-1.9997,-0.2555,-0.4644,-0.548,-0.5733,-0.7513,-0.4546
2163.1681,36.05280167,-0.6305,0.2137,-0.5609,-0.9303,-0.9342,-1.0096,-1.8911,-0.2537,-0.4711,-0.5637,-0.5409,-0.6439,-0.4753
2164.6712,36.07785333,-0.5665,0.0936,-0.4426,-0.9502,-0.8792,-1.0843,-1.88,-0.1507,-0.4275,-0.621,-0.5083,-0.6625,-0.7465
2166.2159,36.10359833,-0.5279,0.2006,-0.5437,-0.8519,-1.0102,-0.8885,-1.4518,-0.1169,-0.4571,-0.5557,-0.5276,-0.752,-0.5318
2167.7285,36.12880833,-0.7143,0.3884,-0.5555,-0.9093,-0.9126,-1.315,-1.8579,-0.199,-0.4375,-0.5268,-0.5495,-0.7752,-0.5054
2169.2343,36.153905,-0.7587,0.1213,-0.4236,-0.8265,-0.9812,-1.191,-1.8195,-0.1479,-0.5178,-0.5485,-0.5661,-0.7605,-0.4733
2170.7437,36.17906167,-0.62,0.1726,-0.5398,-0.8513,-0.7879,-1.0008,-2.2201,-0.1034,-0.4696,-0.5109,-0.5568,-0.7011,-0.6183
2172.0643,36.20107167,-0.7707,0.2975,-0.5413,-0.8585,-0.9334,-1.217,-1.7007,-0.1902,-0.4667,-0.5414,-0.5648,-0.7432,-0.3852
2173.4999,36.22499833,-0.627,0.4419,-0.4911,-0.9239,-0.9199,-1.0142,-2.3064,-0.2945,-0.4558,-0.5788,-0.5657,-0.7513,-0.4675
2174.9405,36.24900833,-0.6269,0.2424,-0.5531,-0.9009,-1.0244,-0.8167,-1.8155,-0.1251,-0.4774,-0.591,-0.5679,-0.6679,-0.5178
