Time [s],Time [min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
1248.916,20.81526667,-6.0527,-3.6316,-3.0493,-3.0196,-2.8876,-2.9513,-2.2015,1.3484,0.8843,0.5618,0.393,0.3416,0.3599
1250.302,20.83836667,-5.7174,-3.596,-2.8575,-2.9282,-2.9415,-2.6601,-2.789,1.4128,0.9119,0.6063,0.386,0.3123,0.5183
1251.694,20.86156667,-5.7884,-3.4819,-2.999,-2.9972,-2.9218,-2.6811,-3.189,1.3443,0.9005,0.6198,0.3902,0.2236,0.1752
1253.006,20.88343333,-6.0459,-3.7515,-3.042,-2.9399,-2.8754,-2.9297,-3.0109,1.3358,0.8997,0.5952,0.3894,0.2535,0.2409
1254.4364,20.90727333,-6.0847,-3.7117,-2.9313,-3.0353,-2.8961,-2.6034,-3.2342,1.3554,0.9333,0.577,0.4003,0.3008,0.2601
1255.8825,20.931375,-5.6856,-3.6758,-2.9511,-2.952,-2.9519,-2.6914,-3.0926,1.3797,0.9123,0.5775,0.373,0.1919,0.1855
1257.2759,20.95459833,-5.7043,-3.7669,-2.8566,-2.9191,-2.9149,-2.893,-2.9304,1.3593,0.8971,0.5975,0.3802,0.152,0.18
1258.6493,20.97748833,-5.9777,-3.6037,-2.9451,-2.887,-2.8934,-3.0655,-3.2703,1.3892,0.9533,0.5789,0.3836,0.3324,0.1868
1259.9945,20.99990833,-5.9223,-3.6376,-3.0409,-3.0407,-2.9668,-3.2294,-2.6458,1.3747,0.92,0.587,0.3911,0.0591,-0.028
1261.4184,21.02364,-5.8712,-3.6206,-3.0896,-2.9566,-2.8719,-2.8491,-3.5255,1.3545,0.8614,0.5756,0.3912,0.271,0.1296
1262.856,21.0476,-5.7584,-3.704,-2.9795,-2.9176,-3.0038,-2.7861,-2.6708,1.4323,0.9377,0.5821,0.372,0.2348,0.2196
1264.2518,21.07086333,-6.0457,-3.588,-2.9307,-2.8213,-2.9594,-2.7996,-2.7849,1.3831,0.906,0.5994,0.4044,0.3555,0.577
1265.624,21.09373333,-5.8953,-3.6969,-3.0061,-2.9742,-2.9811,-2.7385,-2.4188,1.3812,0.9282,0.5923,0.3769,0.1245,0.1449
1266.9673,21.11612167,-5.7902,-3.6154,-2.9489,-2.9292,-2.894,-2.9421,-3.2861,1.393,0.9317,0.5973,0.4032,0.3528,0.1241
1268.3364,21.13894,-5.8056,-3.8012,-3.0684,-2.9198,-2.9211,-2.7276,-2.6335,1.3172,0.8966,0.5779,0.4057,0.351,0.0196
1269.8481,21.164135,-5.9858,-3.4495,-3.0333,-2.9155,-2.8113,-2.6234,-2.5595,1.3027,0.8789,0.5912,0.3871,0.334,0.1194
1271.3427,21.189045,-5.7621,-3.6758,-3.025,-2.9619,-2.9668,-2.6129,-3.1004,1.3509,0.8963,0.5919,0.3627,0.1751,-0.0889
1272.734,21.21223333,-5.884,-3.6122,-3.0261,-2.9474,-2.9574,-2.8692,-2.5719,1.3356,0.9285,0.5802,0.4036,0.2249,0.1157
1274.1198,21.23533,-6.0215,-3.561,-3.0837,-3.0156,-2.9496,-2.899,-2.4867,1.3351,0.9252,0.5882,0.3841,0.3215,0.0122
1275.3989,21.25664833,-6.0885,-3.6437,-3.0211,-2.8582,-3.0238,-2.6692,-2.4081,1.3919,0.9335,0.5871,0.3786,0.2342,0.3327
1276.9075,21.28179167,-5.7667,-3.6418,-2.9519,-2.8621,-3.0456,-2.6922,-3.4767,1.3301,0.8829,0.6029,0.3815,0.2794,0.3214
1278.2069,21.30344833,-5.7739,-3.5486,-3.0728,-3.0798,-2.9619,-2.9888,-3.2685,1.404,0.9552,0.5689,0.3852,0.1858,-0.1419
1279.7,21.32833333,-6.0008,-3.6654,-2.9641,-2.961,-2.9771,-2.9724,-2.3325,1.3156,0.9373,0.612,0.3957,0.2647,0.0349
1281.064,21.35106667,-5.9325,-3.6592,-2.894,-2.9903,-2.9292,-2.5861,-2.2989,1.3421,0.8751,0.5889,0.4021,0.3093,0.3071
1282.5468,21.37578,-5.7136,-3.6414,-3.0649,-2.9651,-2.9851,-2.8556,-3.0006,1.3642,0.8381,0.5899,0.3605,0.2595,0.0001
1283.9558,21.39926333,-5.8884,-3.63,-3.195,-2.9596,-2.9164,-2.7901,-2.6635,1.3176,0.9358,0.6023,0.3793,0.3313,0.0377
1285.3496,21.42249333,-5.9673,-3.6442,-3.0717,-2.9371,-2.9302,-2.7938,-2.8513,1.362,0.9062,0.6024,0.3745,0.2671,0.0347
1286.7339,21.445565,-6.009,-3.6648,-3.0371,-3.0653,-3.053,-2.7554,-3.0158,1.3402,0.8833,0.6107,0.3638,0.3099,0.1387
1288.136,21.46893333,-5.8943,-3.5649,-3.1841,-2.9952,-2.9499,-2.6967,-3.0612,1.3331,0.8965,0.6218,0.3498,0.2895,-0.0136
1289.5397,21.49232833,-5.7682,-3.6918,-3.1186,-2.9929,-2.9599,-3.0008,-3.1186,1.4108,0.8587,0.5553,0.3477,0.3384,-0.0086
1291.0458,21.51743,-6.1001,-3.6353,-3.0925,-2.9603,-2.9243,-2.7518,-3.1409,1.3609,0.8985,0.5673,0.3591,0.1101,0.167
1292.549,21.54248333,-5.8393,-3.6698,-3.1315,-2.9652,-3.0446,-2.9385,-2.8698,1.3846,0.8659,0.5866,0.3474,0.2467,0.1191
1294.0716,21.56786,-5.7619,-3.6433,-3.0846,-2.9244,-3.0386,-2.7748,-2.9273,1.352,0.8539,0.5747,0.3599,0.2309,0.1226
1295.4809,21.59134833,-6.2117,-3.7118,-2.951,-2.8945,-2.9845,-2.6026,-2.7653,1.3358,0.9273,0.5841,0.3784,0.2365,0.4122
1296.8879,21.61479833,-6.0062,-3.7122,-3.1314,-3.0264,-3.0102,-2.7182,-3.1262,1.3412,0.8569,0.6008,0.3879,0.2204,0.015
1298.2686,21.63781,-5.8309,-3.7089,-3.2476,-3.0858,-3.0289,-2.8191,-3.2824,1.3816,0.8719,0.5835,0.3554,0.225,-0.0228
1299.68,21.66133333,-5.7266,-3.7896,-3.189,-3.0181,-2.9653,-3.1389,-2.6596,1.356,0.9069,0.5949,0.3801,0.1692,0.0129
1301.1591,21.685985,-6.0996,-3.9124,-3.2369,-2.9802,-3.0049,-2.8757,-2.3869,1.3509,0.9367,0.5661,0.3484,0.3031,0.2828
1302.5408,21.70901333,-6.026,-3.6778,-3.0947,-2.9714,-3.0456,-2.9741,-2.4796,1.3517,0.9067,0.6249,0.3551,0.2506,0.0133
1303.9468,21.73244667,-5.8006,-3.617,-3.1162,-2.968,-3.0268,-2.7893,-2.8529,1.3185,0.8687,0.5825,0.3564,0.3261,0.3495
1305.3151,21.75525167,-5.8336,-3.6026,-3.1257,-2.906,-3.036,-2.7781,-2.4379,1.3536,0.8926,0.6229,0.3644,0.2907,0.3189
1306.7447,21.77907833,-6.1177,-3.6683,-2.9936,-2.9126,-2.8974,-2.724,-2.1704,1.3387,0.8844,0.5862,0.3427,0.2438,0.176
1308.1585,21.80264167,-5.7674,-3.7339,-3.2075,-3.0184,-2.9998,-2.7452,-2.713,1.3396,0.923,0.6009,0.3651,0.2519,0.2715
1309.4908,21.82484667,-5.7348,-3.6722,-3.1196,-3.0747,-3.0255,-2.9104,-2.8813,1.3493,0.8685,0.5482,0.3632,0.3757,0.0979
1310.8948,21.84824667,-5.9042,-3.7165,-3.0689,-3.0406,-3.0241,-2.6858,-2.5156,1.3754,0.8347,0.5907,0.4013,0.3318,0.1961
1312.2864,21.87144,-6.0257,-3.8441,-3.0695,-3.0703,-2.8696,-2.7052,-2.6737,1.4107,0.8775,0.6047,0.3496,0.3375,0.3286
1313.6478,21.89413,-5.826,-3.7515,-3.0291,-2.9212,-3.005,-2.8284,-2.3182,1.3898,0.8875,0.5805,0.3534,0.258,0.3661
1315.0443,21.917405,-5.8532,-3.696,-3.1545,-3.0476,-3.0498,-2.9354,-3.5232,1.3961,0.929,0.574,0.3449,0.3385,0.3109
1316.4204,21.94034,-6.1691,-3.6869,-3.1095,-2.9424,-2.9124,-2.952,-3.0363,1.4161,0.8817,0.5871,0.3584,0.3448,0.3793
1317.8302,21.96383667,-6.0443,-3.8526,-3.0428,-3.0393,-3.0692,-3.0665,-3.1942,1.3581,0.9122,0.5809,0.3835,0.2906,-0.0974
1319.3354,21.98892333,-5.83,-3.758,-3.1798,-2.907,-3.0166,-2.9367,-2.7197,1.3391,0.9076,0.5853,0.3443,0.2759,0.2146
1320.6379,22.01063167,-5.8551,-3.656,-3.0731,-2.9713,-3.0973,-2.9194,-2.9588,1.3124,0.9132,0.5848,0.3451,0.3166,0.0229
1322.1248,22.03541333,-6.1182,-3.7049,-2.9827,-3.0063,-3.0526,-2.7231,-2.8268,1.3612,0.8484,0.5607,0.3546,0.1618,0.2262
1323.5402,22.05900333,-5.9228,-3.819,-3.0837,-3.0057,-3.0667,-2.8986,-2.3952,1.3567,0.8651,0.5637,0.3185,0.2185,0.068
1324.948,22.08246667,-5.6343,-3.6777,-3.132,-3.0909,-3.0034,-2.6578,-3.163,1.405,0.8829,0.5848,0.3946,0.2984,0.2546
1326.3336,22.10556,-5.8069,-3.6643,-3.116,-3.015,-3.0162,-2.9134,-2.9077,1.3919,0.9243,0.5804,0.3492,0.3212,0.0306
1327.7838,22.12973,-6.0526,-3.7949,-2.9622,-3.0393,-2.9201,-2.7898,-3.1699,1.3524,0.8315,0.5632,0.3547,0.3255,0.0566
1329.1889,22.15314833,-6.0103,-3.7955,-3.1542,-3.016,-3.1389,-2.8397,-3.2876,1.3927,0.9276,0.5712,0.3376,0.3161,-0.2107
1330.5544,22.17590667,-5.781,-3.8221,-3.0282,-3.0977,-2.9907,-3.1729,-3.0008,1.3407,0.8803,0.574,0.3355,0.2374,-0.1311
1332.0188,22.20031333,-5.7942,-3.7983,-3.0335,-2.9859,-2.9847,-2.9343,-2.6797,1.3799,0.912,0.5934,0.3595,0.1214,0.2008
1333.4743,22.22457167,-6.1415,-3.8046,-3.086,-3.0531,-3.038,-2.7345,-2.5045,1.336,0.9317,0.5587,0.3684,0.2679,0.3006
1334.7964,22.24660667,-5.7889,-3.7198,-3.1674,-3.0013,-3.0999,-3.0722,-3.365,1.33,0.9328,0.5694,0.3565,0.3427,0.0252
1336.142,22.26903333,-5.7543,-3.8222,-3.0014,-3.0604,-3.1426,-2.9142,-2.2496,1.3648,0.9223,0.5908,0.3806,0.3067,0.2553
1337.6005,22.29334167,-6.0268,-3.6708,-3.0808,-3.0901,-3.043,-3.0681,-3.2113,1.3778,0.8719,0.5992,0.3669,0.2957,0.1886
1339.1,22.31833333,-6.1458,-3.7283,-3.0777,-3.0291,-3.103,-3.0068,-2.8201,1.3351,0.8759,0.5626,0.3615,0.1678,0.0453
1340.459,22.34098333,-5.7045,-3.7068,-2.9884,-3.034,-3.0876,-2.7994,-2.7004,1.4055,0.9158,0.5888,0.343,0.2079,0.0703
1341.8126,22.36354333,-5.8345,-3.6576,-3.1067,-3.127,-3.1195,-2.7001,-3.1468,1.3671,0.8861,0.5898,0.3933,0.2009,0.1124
1343.224,22.38706667,-6.0827,-3.8621,-3.0436,-3.0082,-2.9535,-3.024,-2.6837,1.3025,0.8912,0.5527,0.3686,0.0958,0.2415
1344.6789,22.411315,-5.9296,-3.8482,-3.1802,-3.1218,-3.1246,-2.7134,-2.5779,1.3846,0.9034,0.5596,0.3578,0.213,0.267
1346.1684,22.43614,-5.7437,-3.7484,-3.2383,-3.0848,-3.0732,-3.1095,-3.2136,1.3428,0.8326,0.5639,0.3374,0.1525,-0.0003
1347.668,22.46113333,-5.7543,-3.6572,-3.0704,-3.0961,-3.0476,-2.7198,-2.9877,1.3833,0.8866,0.5721,0.3845,0.2604,0.0598
1349.1218,22.48536333,-5.9705,-3.936,-3.1391,-3.0557,-2.9555,-3.0248,-3.2717,1.3668,0.9073,0.5741,0.3664,0.3145,0.0353
1350.4406,22.50734333,-5.7648,-3.6676,-3.2657,-3.1206,-3.1266,-2.9157,-3.3289,1.2959,0.8738,0.5245,0.3759,0.1565,0.1825
1351.7599,22.52933167,-5.6442,-3.8344,-3.2418,-3.0774,-3.0694,-2.6932,-3.0787,1.3481,0.9356,0.595,0.3424,0.2956,0.0669
1353.228,22.5538,-5.7162,-3.7281,-3.1333,-3.0722,-3.1366,-2.6057,-2.9222,1.3537,0.9221,0.5143,0.3527,0.2377,0.1909
1354.7287,22.57881167,-5.968,-3.6224,-3.0825,-3.0593,-3.0842,-2.907,-2.6037,1.3655,0.8677,0.5925,0.3273,0.1008,-0.1155
1356.1765,22.60294167,-5.7122,-3.6356,-3.2905,-3.0588,-3.0743,-2.8061,-3.227,1.3541,0.8763,0.5857,0.3543,0.2473,0.2566
1357.5671,22.62611833,-5.6392,-3.7544,-3.1612,-3.0631,-3.1924,-2.93,-2.7826,1.3684,0.9158,0.5097,0.3487,0.2158,0.1916
1358.9577,22.649295,-6.0702,-3.6884,-3.1724,-3.0404,-2.9413,-2.9832,-2.7115,1.3366,0.9106,0.5985,0.3639,0.3603,0.0858
1360.4024,22.67337333,-5.9439,-3.7551,-3.1869,-3.0004,-3.0379,-3.128,-2.8259,1.3758,0.9098,0.5692,0.3637,0.2608,0.126
1361.854,22.69756667,-5.7591,-3.7246,-3.1131,-3.1354,-3.0798,-3.1015,-2.7686,1.3399,0.9263,0.5527,0.3686,0.2238,0.4079
1363.326,22.7221,-5.767,-3.6485,-3.1408,-3.0784,-3.0778,-2.8222,-3.4191,1.3074,0.8752,0.573,0.3489,0.2935,-0.0062
1364.8003,22.74667167,-5.876,-3.7135,-3.1744,-3.0733,-3.0765,-3.0495,-3.3523,1.2946,0.8892,0.5896,0.3608,0.1827,0.2896
1366.2106,22.77017667,-5.987,-3.7273,-3.0735,-3.0795,-3.1117,-3.0781,-2.7582,1.3545,0.8712,0.5483,0.3653,0.1855,0.2155
1367.6113,22.79352167,-5.7451,-3.7806,-3.1057,-3.0659,-3.207,-3.2702,-2.6786,1.3654,0.8827,0.6035,0.3303,0.2254,0.2653
1368.9926,22.81654333,-5.6597,-3.8325,-3.2639,-3.0823,-3.0708,-3.0801,-2.4123,1.3379,0.9052,0.6131,0.3386,0.2783,0.2377
1370.4845,22.84140833,-6.1474,-3.8528,-3.1655,-2.9478,-3.0466,-3.0102,-3.1407,1.3574,0.9259,0.5762,0.3224,0.1575,0.2532
1371.9338,22.86556333,-5.7241,-3.792,-3.2137,-3.0638,-3.1094,-3.1138,-2.9329,1.4157,0.8677,0.5692,0.3718,0.2434,-0.0631
1373.4386,22.89064333,-5.759,-3.791,-3.124,-3.0659,-3.2457,-2.9285,-3.9456,1.3707,0.9071,0.5663,0.3591,0.2805,0.3761
1374.7905,22.913175,-6.0083,-3.7834,-3.0745,-3.008,-3.0482,-2.8664,-3.1062,1.3996,0.8717,0.5412,0.4089,0.2377,0.0657
1376.1448,22.93574667,-6.0313,-3.6523,-3.1161,-3.036,-3.0874,-3.1299,-2.5521,1.3786,0.908,0.5554,0.3213,0.2717,0.0665
1377.6679,22.96113167,-5.6828,-3.7638,-3.13,-3.1522,-3.1899,-2.8394,-2.5334,1.2844,0.8765,0.5062,0.3765,0.2786,0.227
1378.944,22.9824,-5.7424,-3.8842,-3.0896,-3.0709,-3.1288,-3.078,-2.4998,1.3312,0.9137,0.5869,0.3565,0.2192,0.0487
1380.2925,23.004875,-6.0985,-3.6891,-3.1334,-3.0682,-3.125,-2.8098,-2.769,1.3505,0.8916,0.506,0.3344,0.2116,0.0397
1381.6746,23.02791,-6.0147,-3.7487,-3.1204,-3.106,-3.1474,-2.7811,-2.6766,1.3044,0.8557,0.5673,0.3291,0.3283,0.0142
1383.148,23.05246667,-5.7355,-3.6386,-3.1786,-3.0937,-2.9996,-2.8383,-2.8048,1.3454,0.913,0.5631,0.3265,0.2376,0.1959
1384.5318,23.07553,-5.5279,-3.6618,-3.1927,-3.0875,-3.1862,-3.2099,-3.0804,1.3504,0.833,0.5714,0.351,0.1778,0.232
1386.0425,23.10070833,-5.9471,-3.8084,-3.1485,-3.0946,-3.0823,-2.8146,-2.8929,1.304,0.854,0.5811,0.3678,0.2872,0.3826
1387.5506,23.12584333,-5.7591,-3.784,-3.1668,-3.0831,-3.2658,-3.0619,-2.8098,1.3283,0.8826,0.5569,0.3147,0.1102,0.0513
1388.9255,23.14875833,-5.7364,-3.7781,-3.0064,-3.1521,-3.1877,-3.3774,-2.9289,1.3689,0.8535,0.5892,0.3055,0.2975,0.2995
1390.3384,23.17230667,-5.6999,-3.8321,-3.1256,-3.1223,-3.0906,-2.9677,-2.7999,1.3476,0.8765,0.5485,0.3295,0.3414,-0.0394
1391.8419,23.197365,-5.9902,-3.7526,-3.1871,-3.1153,-3.0525,-2.8407,-3.2788,1.3735,0.899,0.5732,0.32,0.2585,0.2289
1393.256,23.22093333,-5.621,-3.7225,-3.2083,-3.1043,-3.1778,-3.274,-3.14,1.3968,0.8779,0.5626,0.3095,0.3026,0.0994
1394.6723,23.24453833,-5.6972,-3.5734,-3.1161,-3.1142,-3.0926,-3.0445,-1.9763,1.335,0.8755,0.5829,0.3352,0.2384,0.0697
1396.0081,23.26680167,-6.0502,-3.6798,-3.1701,-3.0958,-3.1471,-2.976,-3.462,1.3721,0.9122,0.5793,0.3709,0.2845,-0.1284
1397.4098,23.29016333,-6.1257,-3.7794,-3.0956,-3.1,-3.1552,-2.9282,-3.2437,1.3449,0.864,0.5582,0.3539,0.1958,0.1172
1398.8541,23.314235,-5.6919,-3.8493,-3.1788,-3.1364,-3.0891,-3.1649,-2.7519,1.3591,0.8613,0.5697,0.3517,0.1915,0.3552
1400.2425,23.337375,-5.6185,-3.8962,-3.2042,-3.2005,-3.1878,-3.1919,-2.9719,1.3725,0.874,0.5579,0.3704,0.2053,0.0114
1401.6343,23.36057167,-5.977,-3.6986,-3.2111,-3.175,-3.1007,-2.7508,-2.7832,1.3737,0.8952,0.5744,0.337,0.267,0.0499
1403.0168,23.38361333,-5.8483,-3.7638,-3.0936,-3.0718,-3.1401,-2.9712,-2.6878,1.3639,0.9117,0.5476,0.3681,0.2836,0.1297
1404.4985,23.40830833,-5.6514,-3.7816,-3.1132,-3.1501,-3.148,-2.7336,-3.191,1.3616,0.8845,0.5863,0.363,0.3501,0.5496
1405.9809,23.433015,-5.694,-3.7016,-3.1642,-3.1864,-3.1655,-3.0275,-2.5689,1.3402,0.8364,0.5842,0.3629,0.2535,0.2045
1407.4759,23.45793167,-5.9439,-3.6869,-3.1643,-3.0718,-3.2096,-2.8727,-2.759,1.3235,0.8927,0.5559,0.3745,0.3995,-0.3186
1408.978,23.48296667,-5.6877,-3.7132,-3.194,-2.9921,-3.1514,-2.7555,-2.7344,1.3563,0.881,0.5653,0.3606,0.1995,-0.0275
1410.4804,23.50800667,-5.5654,-3.6214,-3.132,-3.1343,-3.1609,-3.0913,-2.8852,1.3601,0.865,0.5753,0.2986,0.2586,0.3024
1411.898,23.53163333,-6.0055,-3.7683,-3.1794,-3.0683,-3.0235,-2.6623,-3.4513,1.3592,0.8932,0.539,0.3527,0.2313,0.0443
1413.4086,23.55681,-6.024,-3.8999,-3.1469,-3.2256,-3.1647,-3.1743,-2.918,1.3352,0.8612,0.5625,0.3604,0.2658,0.0459
1414.906,23.58176667,-5.8174,-3.7252,-3.089,-3.1622,-3.1769,-2.7709,-2.9555,1.3665,0.8848,0.5638,0.3115,0.2158,0.1069
1416.3697,23.60616167,-5.7374,-3.6932,-3.0733,-3.2648,-3.1714,-3.0437,-3.3761,1.3425,0.9142,0.5791,0.3411,0.1325,0.1979
1417.7549,23.62924833,-6.1155,-3.8051,-3.1468,-3.0952,-3.1597,-3.1202,-3.2689,1.3354,0.9238,0.587,0.3735,0.2283,0.1666
1419.1158,23.65193,-5.8318,-3.812,-3.1296,-3.1439,-3.2526,-2.7692,-3.3912,1.3464,0.8991,0.5596,0.3269,0.0656,0.1134
1420.5244,23.67540667,-5.7242,-3.7158,-3.137,-3.0551,-3.1205,-3.0158,-2.438,1.3458,0.8438,0.5985,0.3413,0.225,-0.1844
1421.988,23.6998,-5.7227,-3.8246,-3.1577,-3.1597,-3.0612,-2.846,-2.948,1.3395,0.9089,0.619,0.3267,0.2388,0.1477
1423.454,23.72423333,-6.0125,-3.8087,-3.2418,-3.2023,-3.1673,-2.7811,-3.159,1.3499,0.8688,0.519,0.3235,0.1349,0.2079
1424.825,23.74708333,-5.8183,-3.8229,-3.1979,-3.1863,-3.1285,-2.9089,-2.8829,1.3979,0.863,0.5887,0.3253,0.2657,-0.0019
1426.305,23.77175,-5.7467,-3.8182,-3.1545,-3.254,-3.1149,-2.6426,-3.2438,1.3221,0.8807,0.587,0.3383,0.2267,0.1194
1427.6678,23.79446333,-5.8837,-3.6838,-3.1602,-3.1613,-3.1696,-3.0175,-3.323,1.3186,0.895,0.5735,0.3438,0.1433,-0.021
1429.1449,23.81908167,-5.9322,-3.8152,-3.1103,-3.1807,-3.2091,-2.8818,-3.0414,1.3565,0.8432,0.5426,0.3591,0.3023,-0.0091
1430.6041,23.84340167,-5.6348,-3.768,-3.2445,-3.1523,-3.1768,-3.2539,-2.8855,1.3535,0.8894,0.554,0.315,0.2462,0.2742
1432.0596,23.86766,-5.6026,-3.8677,-3.1436,-3.082,-3.1978,-2.813,-2.502,1.2881,0.9259,0.526,0.3386,0.1283,0.3178
1433.5498,23.89249667,-5.9992,-3.7454,-3.2027,-3.1169,-3.1393,-3.2705,-2.7829,1.3556,0.8557,0.5764,0.3184,0.2133,0.3646
1434.9582,23.91597,-5.884,-3.7082,-3.2257,-3.161,-3.1433,-3.1881,-3.065,1.3616,0.9134,0.5988,0.3636,0.1955,0.1184
1436.3837,23.93972833,-5.697,-3.8386,-3.1281,-3.168,-3.2168,-2.8612,-3.1078,1.3257,0.881,0.5515,0.3444,0.2311,0.1057
1437.8319,23.963865,-5.662,-3.8213,-3.2295,-3.2083,-3.1083,-2.9627,-2.8336,1.3768,0.854,0.555,0.3361,0.245,0.4246
1439.322,23.9887,-5.9573,-3.8479,-3.2218,-3.1149,-3.0953,-3.0592,-3.4377,1.3474,0.892,0.5395,0.3144,0.1477,-0.0408
1440.7569,24.012615,-5.6951,-3.934,-3.2176,-3.263,-3.3104,-3.0966,-3.0219,1.3369,0.8824,0.5629,0.3039,0.2434,0.0842
1442.1999,24.036665,-5.6198,-3.7607,-3.1544,-3.1234,-3.1497,-3.1252,-3.2495,1.3211,0.9339,0.5548,0.3089,0.2373,0.0444
1443.646,24.06076667,-5.8925,-3.7181,-3.2446,-3.1778,-3.1386,-3.0432,-2.632,1.3622,0.8299,0.5963,0.329,0.1592,-0.0191
1445.166,24.0861,-5.9442,-3.8576,-3.1372,-3.2024,-3.2019,-2.8564,-3.2065,1.3455,0.9024,0.5767,0.3435,0.188,0.1158
1446.6578,24.11096333,-5.6197,-3.6905,-3.2746,-3.2335,-3.1448,-3.1311,-2.7586,1.3515,0.834,0.571,0.321,0.2794,0.2064
1448.0793,24.134655,-5.7277,-3.7644,-3.1019,-3.193,-3.1475,-3.1573,-3.114,1.3603,0.9161,0.5928,0.3717,0.0384,0.0218
1449.4506,24.15751,-5.9374,-3.7899,-3.1971,-3.0972,-3.169,-2.9697,-2.5476,1.3592,0.868,0.569,0.3364,0.1888,0.1239
1450.9148,24.18191333,-5.9499,-3.7591,-3.3571,-3.2314,-3.2312,-3.4708,-3.2042,1.3588,0.9007,0.5981,0.3552,0.3765,0.273
1452.3228,24.20538,-5.649,-3.7214,-3.178,-3.1804,-3.1681,-3.0522,-3.2691,1.3755,0.8681,0.5762,0.3338,0.1215,0.147
1453.77,24.2295,-5.7278,-3.8,-3.2606,-3.1719,-3.2357,-2.8567,-3.2264,1.322,0.9126,0.5401,0.3485,0.1923,0.3607
1455.2588,24.25431333,-6.0486,-3.9403,-3.2891,-3.2272,-3.1586,-2.9824,-2.988,1.336,0.8997,0.5637,0.3356,0.1625,0.2341
1456.7838,24.27973,-5.6341,-3.7477,-3.2724,-3.1944,-3.1898,-3.0893,-2.9098,1.3138,0.886,0.5618,0.3454,0.2002,-0.1499
1458.1638,24.30273,-5.614,-3.7114,-3.1518,-3.1569,-3.1522,-3.1193,-2.9888,1.3425,0.869,0.5764,0.336,0.2074,0.0555
1459.3701,24.322835,-5.6045,-3.9159,-3.2283,-3.1586,-3.1433,-2.9106,-2.8103,1.2891,0.8803,0.615,0.3207,0.2283,0.0983
1460.6549,24.34424833,-5.9251,-3.8554,-3.221,-3.1449,-3.111,-3.3686,-2.7569,1.3601,0.8839,0.5923,0.3337,0.2746,0.0948
1462.0239,24.367065,-5.6335,-3.7955,-3.1957,-3.2566,-3.1799,-3.0583,-3.1716,1.3488,0.8809,0.493,0.3265,0.1798,0.19
1463.4337,24.39056167,-5.6333,-3.9604,-3.187,-3.1275,-3.2449,-2.9435,-3.4627,1.3688,0.9238,0.5255,0.3143,0.2892,0.1364
1464.954,24.4159,-6.0476,-3.9383,-3.1664,-3.0995,-3.1284,-2.8902,-2.851,1.3237,0.9044,0.5507,0.3125,0.2604,0.138
1466.4738,24.44123,-6.0137,-3.8381,-3.2136,-3.1614,-3.1942,-3.3517,-3.3314,1.3142,0.8622,0.5498,0.3151,0.2405,0.0975
1467.9734,24.46622333,-5.5803,-3.8822,-3.2576,-3.2128,-3.2258,-3.0183,-3.3271,1.3389,0.8752,0.5516,0.3178,0.1326,0.1461
1469.4358,24.49059667,-5.7063,-3.6944,-3.276,-3.1588,-3.1961,-3.0068,-3.2282,1.2905,0.87,0.5369,0.2985,0.1776,-0.2229
1470.9586,24.51597667,-6.8867,-3.7144,-3.3664,-3.0206,-2.9674,-2.9641,-3.1259,1.3821,0.9301,0.558,0.3617,0.2009,0.2475
1472.3795,24.53965833,-6.7849,-3.769,-3.2151,-3.0657,-3.0507,-2.9576,-2.2728,1.3705,0.8818,0.5877,0.3287,0.2994,0.3089
1473.8028,24.56338,-6.6204,-3.7731,-3.1369,-3.0732,-2.9733,-2.9946,-2.6172,1.4272,0.875,0.5122,0.3791,0.0938,-0.0895
1475.2384,24.58730667,-6.4393,-3.8038,-3.1319,-3.0394,-3.0022,-2.9408,-3.717,1.4482,0.9053,0.5154,0.3508,0.1749,-0.0013
1476.7528,24.61254667,-6.9532,-3.7422,-3.1626,-3.1185,-3.0083,-3.2367,-3.1802,1.4476,0.8793,0.5113,0.3315,0.1424,-0.0699
1478.2103,24.63683833,-6.8519,-3.8372,-3.2907,-3.0918,-2.9885,-2.9042,-2.9029,1.3863,0.8845,0.5491,0.3095,0.2288,0.2554
1479.6704,24.66117333,-7.1097,-3.6051,-3.2223,-3.1103,-3.0044,-2.9844,-3.2046,1.4199,0.9111,0.5452,0.3189,0.137,0.0115
1481.1756,24.68626,-7.0745,-3.7133,-3.271,-3.0416,-2.9324,-3.0507,-2.7511,1.4361,0.8559,0.5168,0.3369,0.2421,0.0645
1482.6664,24.71110667,-7.2482,-3.727,-3.1509,-2.9994,-2.9109,-2.8413,-1.9723,1.4056,0.8686,0.5656,0.3661,0.236,0.148
1484.1323,24.73553833,-7.44,-3.6665,-3.1835,-2.8728,-2.7011,-2.7788,-2.3733,1.4557,0.8618,0.5375,0.3786,0.1763,0.0321
1485.5844,24.75974,-7.4127,-3.708,-3.1491,-3.0277,-2.8365,-3.1102,-2.8392,1.3941,0.8515,0.5412,0.3762,0.154,0.2756
1486.9521,24.782535,-7.4592,-3.721,-3.0702,-2.9728,-2.908,-2.8972,-2.1685,1.4215,0.86,0.5528,0.3569,0.2619,0.136
